Jednostka,Nazwa zadania,Akronim,Wydatki rzeczowe,Wydatki na utrzymanie stanowiska pracy,Wydatki na zadania ogółem
Wydział Mieszkalnictwa (ML),Zadania inwestycyjne,ZIN,,,0.0
Wydział Mieszkalnictwa (ML),nan,,,,0.0
Wydział Obsługi Urzędu (OU),Koordynacja i obsługa administracyjna,0,,993065.0,993065.0
Wydział Obsługi Urzędu (OU),Zarządzanie infrastrukturą Urzędu ,ADM,,7613501.0,7613501.0
Wydział Obsługi Urzędu (OU),Remonty i konserwacje budynków UMK,REM,1792500.0,882725.0,2675225.0
Wydział Obsługi Urzędu (OU),Obsługa Dzielnic ,ODF,600300.0,220681.0,820981.0
Wydział Obsługi Urzędu (OU),Ubezpieczenie mienia UMK,UBZ,300000.0,110341.0,410341.0
Wydział Obsługi Urzędu (OU),Elektromobilność w Gminie Miejskiej Kraków,EGM,140000.0,,140000.0
Wydział Obsługi Urzędu (OU),Zadania dzielnic (bieżące),DBR,97917.0,,97917.0
Wydział Obsługi Urzędu (OU),Infrastruktura i obsługa Magistratu,OBS,,,0.0
Wydział Obsługi Urzędu (OU),Zadania dzielnic (inwestycyjne),"DIR, DIW",,,0.0
Wydział Obsługi Urzędu (OU),Zadania inwestycyjne,ZIN,,,0.0
Wydział Obsługi Urzędu (OU),nan,,,,0.0
Wydział Organizacji i Nadzoru (OR),Koordynacja i obsługa administracyjna,0,,772384.0,772384.0
Wydział Organizacji i Nadzoru (OR),Informacja publiczna i prawna,IPP,,441362.0,441362.0
Wydział Organizacji i Nadzoru (OR),"Obsługa przepływu poczty w Urzędzie Miasta Krakowa, udzielanie informacji",KUM,7000000.0,3531180.0,10531180.0
Wydział Organizacji i Nadzoru (OR),Akty kierowania,AIP,,937615.0,937615.0
Wydział Organizacji i Nadzoru (OR),Interpelacje i realizacja uchwał,IIP,,827554.0,827554.0
Wydział Organizacji i Nadzoru (OR),Prowadzenie archiwum,ARZ,120000.0,2206812.0,2326812.0
Wydział Organizacji i Nadzoru (OR),Obsługa kadrowo-płacowa i BHP,KPB,,2206812.0,2206812.0
Wydział Organizacji i Nadzoru (OR),System zarządzania jakością,SZJ,60000.0,662044.0,722044.0
Wydział Organizacji i Nadzoru (OR),System Zarządzania Projektami,SZP,375000.0,494326.0,869326.0
Wydział Organizacji i Nadzoru (OR),Program Elektroniczna Komunikacja i Obsługa w UMK,EKU,30000.0,167717.0,197717.0
Wydział Organizacji i Nadzoru (OR),Obsługa Urzędu Miasta Krakowa w zakresie udzielania zamówień publicznych,OZP,,1544768.0,1544768.0
Wydział Organizacji i Nadzoru (OR),Systemy i usługi informacyjne,SUI,530000.0,1649657.0,2179657.0
Wydział Organizacji i Nadzoru (OR),System zarządzania bezpieczeństwem informacji,PBI,209902.0,993065.0,1202967.0
Wydział Organizacji i Nadzoru (OR),Rozwój Systemu Elektronicznych Usług Publicznych w UMK i MJO,EU1,547000.0,5452.0,552452.0
Wydział Organizacji i Nadzoru (OR),Gmina Miejska Kraków - zarządzanie bezpieczeństwem informacji zgodnie z wymogami Rozporządzenia o ochronie danych osobowych,BIG,,110341.0,110341.0
Wydział Organizacji i Nadzoru (OR),Zarządzanie Dokumentacją Urzędu,ZDU,,,
Wydział Organizacji i Nadzoru (OR),Wdrożenie rozwiązania e-Learningowego,WRE,,,
Wydział Organizacji i Nadzoru (OR),Portal Elektronicznych Usług Publicznych,PEU,,,
Wydział Organizacji i Nadzoru (OR),Funkcjonowanie Magistratu,FM1,,,0.0
Wydział Organizacji i Nadzoru (OR),Zadania wyborcze,WYB,,,0.0
Wydział Organizacji i Nadzoru (OR),Zadania inwestycyjne,ZIN,,,0.0
Wydział Organizacji i Nadzoru (OR),nan,,,,0.0
Wydział Planowania Przestrzennego (BP),Koordynacja i obsługa administracyjna,0,,1324087.0,1324087.0
Wydział Planowania Przestrzennego (BP),Planowanie przestrzenne Miasta Krakowa,PPM,940000.0,7944523.0,8884523.0
Wydział Planowania Przestrzennego (BP),nan,,,,0.0
Wydział Podatków i Opłat (PD),Koordynacja i obsługa administracyjna,0,,993066.0,993066.0
Wydział Podatków i Opłat (PD),Realizacja dochodów budżetowych w zakresie podatków i opłat oraz należności cywilnoprawnych,RDB,132630000.0,17213133.0,149843133.0
Wydział Podatków i Opłat (PD),Zintegrowany system gospodarowania odpadami komunalnymi na terenie Gminy Miejskiej Kraków,SGO,603178.0,3861920.0,4465098.0
Wydział Podatków i Opłat (PD),Zintegrowany system informatyczny do obsługi poboru podatków lokalnych,PPL,,,
Wydział Podatków i Opłat (PD),nan,,,,0.0
Wydział Polityki Społecznej i Zdrowia (SZ),Koordynacja i obsługa administracyjna,0,,1191678.0,1191678.0
Wydział Polityki Społecznej i Zdrowia (SZ),Aktywni zawodowo - Aktywni społecznie,AZS,1452360.0,11034.0,1463394.0
Wydział Polityki Społecznej i Zdrowia (SZ),Aktywizacja Społeczeństwa Obywatelskiego,ASO,930000.0,364124.0,1294124.0
Wydział Polityki Społecznej i Zdrowia (SZ),w tym działania na rzecz równego traktowania,,,,
Wydział Polityki Społecznej i Zdrowia (SZ),Budżet obywatelski dzielnic,BOD,549890.0,,549890.0
Wydział Polityki Społecznej i Zdrowia (SZ),Zadania dzielnic (bieżące),DBR,425000.0,,425000.0
Wydział Polityki Społecznej i Zdrowia (SZ),Realizacja zadań wspierających krakowskie rodziny,KKR,2150020.0,910310.0,3060330.0
Wydział Polityki Społecznej i Zdrowia (SZ),Karta niepełnosprawnego dziecka,KND,100000.0,165510.0,265510.0
Wydział Polityki Społecznej i Zdrowia (SZ),Komunikacja społeczna,KOS,770000.0,1213747.0,1983747.0
Wydział Polityki Społecznej i Zdrowia (SZ),w tym Miejsce Aktywności Mieszkańców przy ul. Dekerta 4,,,,
Wydział Polityki Społecznej i Zdrowia (SZ),Nieodpłatna pomoc prawna,NPP,2056000.0,220681.0,2276681.0
Wydział Polityki Społecznej i Zdrowia (SZ),Organizowanie opieki nad dzieckiem do lat 3,OND,16420740.0,772384.0,17193124.0
Wydział Polityki Społecznej i Zdrowia (SZ),w tym: filtry do oczyszczaczy powietrza do placówek samorządowych; uzupełnienie materiałów biurowych i sanitarnych oraz drobne zakupy dla żłobków samorządowych,,,,
Wydział Polityki Społecznej i Zdrowia (SZ),Orzekanie o niepełnosprawności i stopniu niepełnosprawności,OON,1700000.0,2074403.0,3774403.0
Wydział Polityki Społecznej i Zdrowia (SZ),Karta Krakowska,PKK,369000.0,44137.0,413137.0
Wydział Polityki Społecznej i Zdrowia (SZ),Realizacja Programu Młody Kraków,PMK,1250000.0,441362.0,1691362.0
Wydział Polityki Społecznej i Zdrowia (SZ),Program Otwarty Kraków,POK,1230000.0,331023.0,1561023.0
Wydział Polityki Społecznej i Zdrowia (SZ),Realizacja zadań związanych z problematyką osób niepełnosprawnych,PON,3454000.0,634459.0,4088459.0
Wydział Polityki Społecznej i Zdrowia (SZ),w tym pocovidowe wyjazdy dla młodzieży do ośrodków miasta Krakowa,,,,
Wydział Polityki Społecznej i Zdrowia (SZ),Realizacja zadań z zakresu działania SZ oraz MOPS wykonywanych przez podmioty niepubliczne,PSD,68101260.0,220681.0,68321941.0
Wydział Polityki Społecznej i Zdrowia (SZ),"Rodzicu, nie jesteś sam",RNS,310000.0,22068.0,332068.0
Wydział Polityki Społecznej i Zdrowia (SZ),Realizacja programu profilaktyki i promocji zdrowia,RPZ,3028530.0,408261.0,3436791.0
Wydział Polityki Społecznej i Zdrowia (SZ),w tym program In Vitro,,,,
Wydział Polityki Społecznej i Zdrowia (SZ),Przewóz osób niepełnosprawnych,TRA,2200000.0,110341.0,2310341.0
Wydział Polityki Społecznej i Zdrowia (SZ),Rozwiązywanie problemów uzależnień,URP,3800000.0,44136.0,3844136.0
Wydział Polityki Społecznej i Zdrowia (SZ),Współpraca z Organizacjami Pozarządowymi,WZO,1940000.0,408260.0,2348260.0
Wydział Polityki Społecznej i Zdrowia (SZ),Realizacja zadań Gminy Miejskiej Kraków w obszarze ochrony zdrowia,ZOZ,3110570.0,308954.0,3419524.0
Wydział Polityki Społecznej i Zdrowia (SZ),Promocja i obsługa wydarzeń organizowanych/zlecanych przez SZ,PIO,1200000.0,342056.0,1542056.0
Wydział Polityki Społecznej i Zdrowia (SZ),Wspornik - Punkt Wsparcia Opiekunów,PWS,62690.0,27585.0,90275.0
Wydział Polityki Społecznej i Zdrowia (SZ),W sile wieku 2,WWD,2600.0,11034.0,13634.0
Wydział Polityki Społecznej i Zdrowia (SZ),Zawsze rodzina,ZRO,907500.0,11034.0,918534.0
Wydział Polityki Społecznej i Zdrowia (SZ),Program Aktywności Społecznej i Integracji Osób Starszych,PAS,6383000.0,639975.0,7022975.0
Wydział Polityki Społecznej i Zdrowia (SZ),"w tym ""Bezpieczny Senior"" - Alert BIK - zakup dla seniorów z CAS",,,,
Wydział Polityki Społecznej i Zdrowia (SZ),Nadzór Fundacje Stowarzyszenia,NFS,,,
Wydział Polityki Społecznej i Zdrowia (SZ),Integracja Romów,IRO,,,
Wydział Polityki Społecznej i Zdrowia (SZ),Pomoc społeczności romskiej,ROM,70000.0,22068.0,92068.0
Wydział Polityki Społecznej i Zdrowia (SZ),Integracja seniorów,SEN,1055910.0,,1055910.0
Wydział Polityki Społecznej i Zdrowia (SZ),Transport zwłok z miejsc publicznych w granicach administracyjnych Miasta Krakowa,TIZ,100000.0,55170.0,155170.0
Wydział Polityki Społecznej i Zdrowia (SZ),Nadzór merytoryczny nad działalnością statutową monitorowanych jednostek,NDZ,10000.0,358607.0,368607.0
Wydział Polityki Społecznej i Zdrowia (SZ),Centrum Informacji i Wsparcia dla Opiekunów Osób Niesamodzielnych ,CIW,1728.0,55170.0,56898.0
Wydział Polityki Społecznej i Zdrowia (SZ),TASKFORCOME - przedsiębiorczość migrantów,TAS,500000.0,55170.0,555170.0
Wydział Polityki Społecznej i Zdrowia (SZ),Zadania inwestycyjne,ZIN,,,0.0
Wydział Polityki Społecznej i Zdrowia (SZ),nan,,,,
Wydział Skarbu Miasta (GS),Koordynacja i obsługa administracyjna,0,,1357189.0,1357189.0
Wydział Skarbu Miasta (GS),Gospodarowanie nieruchomościami Gminy Miejskiej Kraków,GNG,4117300.0,12865713.0,16983013.0
Wydział Skarbu Miasta (GS),Gospodarowanie nieruchomościami Skarbu Państwa,GNS,215886.0,4755679.0,4971565.0
Wydział Skarbu Miasta (GS),Koszty związane z pozyskiwaniem terenów i realizacją roszczeń odszkodowawczych,RRO,1096800.0,1103406.0,2200206.0
Wydział Skarbu Miasta (GS),Odszkodowania za nieruchomości nabyte z mocy prawa na realizację inwestycji drogowych,OID,32200.0,1213747.0,1245947.0
Wydział Skarbu Miasta (GS),Zadania inwestycyjne,ZIN,,,0.0
Wydział Skarbu Miasta (GS),nan,,,,0.0
Wydział Sportu (SP),Koordynacja i obsługa administracyjna,0,,468948.0,468948.0
Wydział Sportu (SP),Miejskie Programy Sportowe,MPS,3345000.0,496533.0,3841533.0
Wydział Sportu (SP),"w tym: III Memoriał im. Alojzego Jaglarza, Tadeusza Jałochy i Władysława Pycińskiego żołnierzy Armii Krajowej – KS Rajsko; obchody 20–lecia założenia Klubu Sportowego Rajsko",,,,
Wydział Sportu (SP),Upowszechnianie sportu,UPS,5641000.0,827554.0,6468554.0
Wydział Sportu (SP),Nadzór nad placówkami sportowo - rekreacyjnymi,NPS,430000.0,137926.0,567926.0
Wydział Sportu (SP),Realizacja zadań Pełnomocnika PMK ds. Rozwoju Kultury Fizycznej,PKF,2000.0,275851.0,277851.0
Wydział Sportu (SP),Zadania dzielnic (bieżące),DBR,168000.0,,168000.0
Wydział Sportu (SP),Budżet obywatelski dzielnic,BOD,163820.0,,163820.0
Wydział Sportu (SP),nan,,,,
Wydział Spraw Administracyjnych (SA),Koordynacja i obsługa administracyjna,0,,1544768.0,1544768.0
Wydział Spraw Administracyjnych (SA),Prowadzenie ewidencji ludności i wydawanie dowodów osobistych,EDO,131458.0,7392820.0,7524278.0
Wydział Spraw Administracyjnych (SA),Orzekanie w sprawach meldunkowych,RPM,91000.0,1213747.0,1304747.0
Wydział Spraw Administracyjnych (SA),Kwalifikacja wojskowa,KWO,246430.0,110341.0,356771.0
Wydział Spraw Administracyjnych (SA),"Wydawanie decyzji na sprowadzanie zwłok i szczątków ludzkich z obcego państwa, biuro rzeczy znalezionych",DSZ,3000.0,220681.0,223681.0
Wydział Spraw Administracyjnych (SA),Organizacja handlu i usług oraz sprawy rybactwa śródlądowego,OHU,18000.0,1765449.0,1783449.0
Wydział Spraw Administracyjnych (SA),Zezwolenia na sprzedaż napojów alkoholowych,ZSA,3000.0,1324087.0,1327087.0
Wydział Spraw Administracyjnych (SA),Działalność gospodarcza,DZG,,1103406.0,1103406.0
Wydział Spraw Administracyjnych (SA),Ochrona praw konsumentów,OPK,1000.0,772384.0,773384.0
Wydział Spraw Administracyjnych (SA),Narodowy Spis Powszechny Ludności i Mieszkań,SPL,,,
Wydział Spraw Administracyjnych (SA),nan,,,,0.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Koordynacja i obsługa administracyjna,0,,772384.0,772384.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Przygotowanie i realizacja projektów współfinansowanych ze środków bezzwrotnych,PRP,850150.0,1103406.0,1953556.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Planowanie i monitorowanie realizacji inwestycji rocznych i wieloletnich,PMI,70150.0,1213747.0,1283897.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Planowanie strategiczne rozwoju miasta,STR,25000.0,772384.0,797384.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Bank Informacji o Mieście i Metropolii,BIM,379700.0,441362.0,821062.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Zintegrowany system zarządzania GMK,ZSZ,,331022.0,331022.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Monitorowanie działalności Agencji Rozwoju Miasta Krakowa sp. z o.o. i Kraków Nowa Huta Przyszłości S.A.,MDS,,,
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Stradom 2.0,ST2,,,
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Zadania inwestycyjne,ZIN,,,
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",nan,,,,
Zespół Audytu Wewnętrznego (ZA),Koordynacja i obsługa administracyjna,0,,187579.0,187579.0
Zespół Audytu Wewnętrznego (ZA),Wykonywanie zadań audytowych w UMK i koordynacja audytu wewnętrznego w miejskich jednostkach organizacyjnych,AWK,,1213747.0,1213747.0
Zespół Audytu Wewnętrznego (ZA),"Audit jakości, działalność doradcza i rozwój narzędzi",ISN,,253783.0,253783.0
Zespół Audytu Wewnętrznego (ZA),Analizy i prognozy finansowe,PPF,,,0.0
Zespół Audytu Wewnętrznego (ZA),nan,,,,0.0
Zespół Radców Prawnych (PR),Koordynacja i obsługa administracyjna,0,,358607.0,358607.0
Zespół Radców Prawnych (PR),Obsługa prawna,RPR,,3613654.0,3613654.0
Zespół Radców Prawnych (PR),nan,,,,
Zespół Radców Prawnych (PR),etaty UMK,,,,
Zespół Radców Prawnych (PR),nan,,,,
Żłobek nr 1 (Ż 1),Prowadzenie jednostki,PJB,991500.0,,991500.0
Żłobek nr 1 (Ż 1),Zadania dzielnic (bieżące),DBR,,,0.0
Żłobek nr 1 (Ż 1),nan,,,,0.0
Żłobek nr 2 (Ż 2),Prowadzenie jednostki,PJB,953700.0,,953700.0
Żłobek nr 2 (Ż 2),nan,,,,0.0
Żłobek nr 5 (Ż 5),Prowadzenie jednostki,PJB,1675400.0,,1675400.0
Żłobek nr 5 (Ż 5),Zadania dzielnic (bieżące),DBR,20000.0,,20000.0
Żłobek nr 5 (Ż 5),Zadania dzielnic (inwestycyjne),"DIR, DIW",,,0.0
Żłobek nr 5 (Ż 5),Zadania inwestycyjne,ZIN,,,0.0
Żłobek nr 5 (Ż 5),nan,,,,0.0
Żłobek nr 6 (Ż 6),Prowadzenie jednostki,PJB,1991400.0,,1991400.0
Żłobek nr 6 (Ż 6),Zadania dzielnic (bieżące),DBR,30000.0,,30000.0
Żłobek nr 6 (Ż 6),nan,,,,
Żłobek nr 7 (Ż 7),Prowadzenie jednostki,PJB,1210200.0,,1210200.0
Żłobek nr 7 (Ż 7),Zadania dzielnic (bieżące),DBR,20000.0,,20000.0
Żłobek nr 7 (Ż 7),nan,,,,0.0
Żłobek nr 12 (Ż 12),Prowadzenie jednostki,PJB,2201200.0,,2201200.0
Żłobek nr 12 (Ż 12),w tym remont nawierzchni ogrodu i inne prace remontowe,,,,
Żłobek nr 12 (Ż 12),Zadania dzielnic (bieżące),DBR,102000.0,,102000.0
Żłobek nr 12 (Ż 12),Zadania dzielnic (inwestycyjne),"DIR, DIW",,,0.0
Żłobek nr 12 (Ż 12),Zadania inwestycyjne,ZIN,,,0.0
Żłobek nr 12 (Ż 12),nan,,,,
Żłobek nr 13 (Ż 13),Prowadzenie jednostki,PJB,2245200.0,,2245200.0
Żłobek nr 13 (Ż 13),Zadania dzielnic (bieżące),DBR,20000.0,,20000.0
Żłobek nr 13 (Ż 13),nan,,,,
Żłobek nr 14 (Ż 14),Prowadzenie jednostki,PJB,1804200.0,,1804200.0
Żłobek nr 14 (Ż 14),nan,,,,
Żłobek nr 18 (Ż 18),Prowadzenie jednostki,PJB,2489200.0,,2489200.0
Żłobek nr 18 (Ż 18),Zadania dzielnic (bieżące),DBR,20000.0,,20000.0
Żłobek nr 18 (Ż 18),Zadania inwestycyjne,ZIN,,,0.0
Żłobek nr 18 (Ż 18),nan,,,,
Żłobek nr 19 (Ż 19),Prowadzenie jednostki,PJB,2525200.0,,2525200.0
Żłobek nr 19 (Ż 19),Zadania dzielnic (bieżące),DBR,25000.0,,25000.0
Żłobek nr 19 (Ż 19),Zadania inwestycyjne,ZIN,,,0.0
Żłobek nr 19 (Ż 19),nan,,,,
Żłobek nr 20 (Ż 20),Prowadzenie jednostki,PJB,3079800.0,,3079800.0
Żłobek nr 20 (Ż 20),Zadania dzielnic (bieżące),DBR,35000.0,,35000.0
Żłobek nr 20 (Ż 20),nan,,,,
Żłobek nr 21 (Ż 21),Prowadzenie jednostki,PJB,2567500.0,,2567500.0
Żłobek nr 21 (Ż 21),Zadania dzielnic (bieżące),DBR,21000.0,,21000.0
Żłobek nr 21 (Ż 21),Zadania inwestycyjne,ZIN,,,
Żłobek nr 21 (Ż 21),nan,,,,
Żłobek nr 22 (Ż 22),Prowadzenie jednostki,PJB,2182200.0,,2182200.0
Żłobek nr 22 (Ż 22),Zadania dzielnic (bieżące),DBR,30000.0,,30000.0
Żłobek nr 22 (Ż 22),Zadania dzielnic (inwestycyjne),"DIR, DIW",,,
Żłobek nr 22 (Ż 22),Zadania inwestycyjne,ZIN,,,
Żłobek nr 22 (Ż 22),nan,,,,
Żłobek nr 23 (Ż 23),Prowadzenie jednostki,PJB,2583000.0,,2583000.0
Żłobek nr 23 (Ż 23),Zadania dzielnic (bieżące),DBR,45000.0,,45000.0
Żłobek nr 23 (Ż 23),Zadania inwestycyjne,ZIN,,,0.0
Żłobek nr 23 (Ż 23),nan,,,,
Żłobek nr 24 (Ż 24),Prowadzenie jednostki,PJB,2092200.0,,2092200.0
Żłobek nr 24 (Ż 24),nan,,,,
Żłobek nr 25 (Ż 25),Prowadzenie jednostki,PJB,2240800.0,,2240800.0
Żłobek nr 25 (Ż 25),nan,,,,
Żłobek nr 27 (Ż 27),Prowadzenie jednostki,PJB,2353300.0,,2353300.0
Żłobek nr 27 (Ż 27),Zadania dzielnic (bieżące),DBR,10000.0,,10000.0
Żłobek nr 27 (Ż 27),Zadania dzielnic (inwestycyjne),"DIR, DIW",,,0.0
Żłobek nr 27 (Ż 27),Zadania inwestycyjne,ZIN,,,0.0
Żłobek nr 27 (Ż 27),nan,,,,
Żłobek nr 28 (Ż 28),Prowadzenie jednostki,PJB,1876200.0,,1876200.0
Żłobek nr 28 (Ż 28),Zadania dzielnic (bieżące),DBR,40000.0,,40000.0
Żłobek nr 28 (Ż 28),nan,,,,
Żłobek nr 30 (Ż 30),Prowadzenie jednostki,PJB,2272300.0,,2272300.0
Żłobek nr 30 (Ż 30),nan,,,,
Żłobek nr 31 (Ż 31),Prowadzenie jednostki,PJB,1913100.0,,1913100.0
Żłobek nr 31 (Ż 31),Zadania dzielnic (bieżące),DBR,50000.0,,50000.0
Żłobek nr 31 (Ż 31),Zadania dzielnic (inwestycyjne),"DIR, DIW",,,
Żłobek nr 31 (Ż 31),Zadania inwestycyjne,ZIN,,,
Żłobek nr 31 (Ż 31),nan,,,,0.0
Żłobek nr 32 (Ż 32),Prowadzenie jednostki,PJB,2047300.0,,2047300.0
Żłobek nr 32 (Ż 32),Zadania dzielnic (bieżące),DBR,50000.0,,50000.0
Żłobek nr 32 (Ż 32),Zadania inwestycyjne,ZIN,,,
Żłobek nr 32 (Ż 32),nan,,,,0.0
Żłobek nr 33 (Ż 33),Prowadzenie jednostki,PJB,1805100.0,,1805100.0
Żłobek nr 33 (Ż 33),Zadania dzielnic (bieżące),DBR,55000.0,,55000.0
Żłobek nr 33 (Ż 33),nan,,,,0.0
Miejskie Centrum Obsługi Oświaty (MCOO),Przedszkola -  działalność podstawowa,P/APO,213275800.0,,213275800.0
Miejskie Centrum Obsługi Oświaty (MCOO),w tym: Przedszkole Nr 78 - zwiększenie wydatków bieżących,,,,
Miejskie Centrum Obsługi Oświaty (MCOO),Przedszkola - zadania realizowane na podstawie umów i porozumień,P/HUP,549300.0,,549300.0
Miejskie Centrum Obsługi Oświaty (MCOO),Przedszkola - remonty,P/DRE,,,
Miejskie Centrum Obsługi Oświaty (MCOO),"w tym: Przedszkole Nr 46 - dokończenie remontu małego tarasu, remont strefa wejścia-murki, kostka wokół budynku, podjazd; Przedszkole Nr 104 - remont chodników w ogrodzie, remont kuchni i przyległych pomieszczeń biurowych; Przedszkole Nr 138 - remont kuchni i klatki schodowej; Przedszkole Nr 83 - malowanie pomieszczeń;  Przedszkole Nr 105 - remont parkietów w 4 salach dydaktycznych; Przedszkole Nr 90 i Przedszkole Nr 99 - zakup kamer - zwiększenie planów finansowych; Przedszkola Nr 12 i Nr 80 - Smart ogrzewanie, zwiększenie planów finansowych; Przedszkola Nr 33 i Nr 124 - Smart ogrzewanie- wymiana głowic przy kaloryferach; Przedszkole Nr 182 - kontynuacja remontu ogrodzenia; Przedszkole Nr 110 - wymiana ogrodzenia",,,,
Miejskie Centrum Obsługi Oświaty (MCOO),Szkoły podstawowe - działalność podstawowa,SP/APO,284190140.0,,284190140.0
Miejskie Centrum Obsługi Oświaty (MCOO),Szkoły podstawowe - pozostała działalność ,SP/CPO,873000.0,,873000.0
Miejskie Centrum Obsługi Oświaty (MCOO),Szkoły podstawowe - zadania realizowane na podstawie umów i porozumień,SP/HUP,273800.0,,273800.0
Miejskie Centrum Obsługi Oświaty (MCOO),Szkoły podstawowe - remonty,SP/DRE,,,
Miejskie Centrum Obsługi Oświaty (MCOO),"w tym: Szkoła Podstawowa Nr 37 - remont nawierzchni placu apelowego przed tarasem; Szkoła Podstawowa Nr 103 - remont placu apelowego; Szkoła Podstawowa Nr 74 - zakup mebli i krzeseł, wyposażenie jadalni w stoliki, sprzęt AGD; Szkoła Podstawowa Nr 25 -modernizacja pracowni IT i zakup sprzętu komputerowego; Szkoła Podstawowa Nr 1 - elewacje podwórzowe budynku szkoły; Szkoła Podstawowa Nr 97 - remont toalet; Szkoła Podstawowa Nr 105 - zakup kamery -zwiększenie planu finansowego; Szkoła Podstawowa nr 52 - remont i wymiana rur spustowych, remont i wymiana ogrodzenia, malowanie i odnowienie korytarzy szkolnych, zagospodarowanie terenu zielonego ",,,,
Miejskie Centrum Obsługi Oświaty (MCOO),Zespoły szkół - działalność podstawowa,ZS/APO,126394690.0,,126394690.0
Miejskie Centrum Obsługi Oświaty (MCOO),Zespoły szkół - pozostała działalność,ZS/CPO,408400.0,,408400.0
Miejskie Centrum Obsługi Oświaty (MCOO),Zespoły szkół - zadania realizowane na podstawie umów i porozumień,ZS/HUP,851700.0,,851700.0
Miejskie Centrum Obsługi Oświaty (MCOO),Zespoły szkół - remonty,ZS/DRE,,,
Miejskie Centrum Obsługi Oświaty (MCOO),"w tym: Zespół Szkół Ogólnokształcących Nr 8 - wymiana podłogi wraz z podłożem w sali gimnastycznej a także jej malowanie (klasy 7 i 8 Szkoły Podstawowej i LO Nr XVIII); Zespół Szkolno-Przedszkolny Nr 14 - wykonanie muralu na 60-lecie nadania imienia; Zespół Szkolno-Przedszkolny Nr 2 - zakup sprzętu dla uczniów, usunięcie skutków zalania biblioteki i uzupełnienie księgozbioru; Zespół Szkolno-Przedszkolny Nr 3 - wymiana bram wejściowych i schodów; Zespół Szkolno-Przedszkolny Nr 4 - modernizacja biblioteki ",,,,
Miejskie Centrum Obsługi Oświaty (MCOO),SOSW - działalność podstawowa,SOSW/APO,10450000.0,,10450000.0
Miejskie Centrum Obsługi Oświaty (MCOO),SOSW - pozostała działalność,SOSW/CPO,24700.0,,24700.0
Miejskie Centrum Obsługi Oświaty (MCOO),Licea ogólnokształcące - działalność podstawowa,LO/APO,24576580.0,,24576580.0
Miejskie Centrum Obsługi Oświaty (MCOO),Licea ogólnokształcące - pozostała działalność ,LO/CPO,60000.0,,60000.0
Miejskie Centrum Obsługi Oświaty (MCOO),Licea ogólnokształcące - remonty,LO/DRE,,,
Miejskie Centrum Obsługi Oświaty (MCOO),w tym: XXX Liceum Ogólnokształcące - remont schodów i chodnika ,,,,
Miejskie Centrum Obsługi Oświaty (MCOO),MCOO - działalność podstawowa,APO,62731500.0,,62731500.0
Miejskie Centrum Obsługi Oświaty (MCOO),MCOO - pozostała działalność ,CPO,3429900.0,,3429900.0
Miejskie Centrum Obsługi Oświaty (MCOO),MCOO - Budżet obywatelski dzielnic,BOD,117000.0,,117000.0
Miejskie Centrum Obsługi Oświaty (MCOO),"MCOO - nadzór nad działalnością remontową samorządowych przedszkoli, szkół i placówek oświatowych",DNR,19000000.0,,19000000.0
Miejskie Centrum Obsługi Oświaty (MCOO),w tym: Przedszkole Nr 187 - wymiana centralnego ogrzewania; Szkoła Podstawowa Nr 149 - wymiana rur kanalizacyjnych na zewnątrz budynku ,,,,
Miejskie Centrum Obsługi Oświaty (MCOO),MCOO - Realizacja programu unijnego Erasmus+,ERP,716360.0,,716360.0
Miejskie Centrum Obsługi Oświaty (MCOO),MCOO - Małopolska Chmura Edukacyjna,CHM,107640.0,,107640.0
Miejskie Centrum Obsługi Oświaty (MCOO),MCOO - Kształcenie zawodowe uczniów w branży administracyjno - usługowej,CKA,2117500.0,,2117500.0
Miejskie Centrum Obsługi Oświaty (MCOO),MCOO - Kształcenie zawodowe uczniów w branży budowlanej,CKB,494400.0,,494400.0
Miejskie Centrum Obsługi Oświaty (MCOO),MCOO - Kształcenie zawodowe uczniów w branży elektryczno - elektronicznej,CKE,3027760.0,,3027760.0
Miejskie Centrum Obsługi Oświaty (MCOO),MCOO - Kształcenie zawodowe uczniów w branży mechanicznej,CKM,1819510.0,,1819510.0
Miejskie Centrum Obsługi Oświaty (MCOO),MCOO - Kształcenie zawodowe uczniów w branży rolniczo - leśnej z ochroną środowiska,CKR,249550.0,,249550.0
Miejskie Centrum Obsługi Oświaty (MCOO),MCOO - Kształcenie zawodowe uczniów w branży turystyczno - gastronomicznej,CKT,1126830.0,,1126830.0
Miejskie Centrum Obsługi Oświaty (MCOO),MCOO - Koordynacja kształcenia zawodowego uczniów,KKU,1360930.0,,1360930.0
Miejskie Centrum Obsługi Oświaty (MCOO),Mobilność edukacyjna POWER,MEP,,,
