Jednostka,Nazwa zadania,Akronim,Wydatki rzeczowe,Wydatki na utrzymanie stanowiska pracy,Wydatki na zadania ogółem
Wydział Mieszkalnictwa (ML),Reprezentowanie interesów Gminy Miejskiej Kraków i Skarbu Państwa  w nieruchomościach z ich udziałem,WMW,1227000.0,3619366.0,4846366.0
Wydział Mieszkalnictwa (ML),Zadania inwestycyjne,ZIN,,,0.0
Wydział Mieszkalnictwa (ML),nan,,,,0.0
Wydział Obsługi Urzędu (OU),Koordynacja i obsługa administracyjna,0,,1131052.0,1131052.0
Wydział Obsługi Urzędu (OU),Zarządzanie infrastrukturą Urzędu ,ADM,,7917364.0,7917364.0
Wydział Obsługi Urzędu (OU),Remonty i konserwacje budynków UMK,REM,3089800.0,791736.0,3881536.0
Wydział Obsługi Urzędu (OU),Obsługa Dzielnic ,ODF,602300.0,226211.0,828511.0
Wydział Obsługi Urzędu (OU),Ubezpieczenie mienia UMK,UBZ,505000.0,113105.0,618105.0
Wydział Obsługi Urzędu (OU),Elektromobilność w Gminie Miejskiej Kraków,EGM,234610.0,,234610.0
Wydział Obsługi Urzędu (OU),Zadania dzielnic (bieżące),DBR,73849.0,,73849.0
Wydział Obsługi Urzędu (OU),Infrastruktura i obsługa Magistratu,OBS,,,0.0
Wydział Obsługi Urzędu (OU),Zadania dzielnic (inwestycyjne),"DIR, DIW",,,0.0
Wydział Obsługi Urzędu (OU),Zadania inwestycyjne,ZIN,,,0.0
Wydział Obsługi Urzędu (OU),nan,,,,0.0
Wydział Organizacji i Nadzoru (OR),Koordynacja i obsługa administracyjna,0,,904842.0,904842.0
Wydział Organizacji i Nadzoru (OR),Informacja publiczna i prawna,IPP,,565526.0,565526.0
Wydział Organizacji i Nadzoru (OR),"Obsługa przepływu poczty w Urzędzie Miasta Krakowa, udzielanie informacji",KUM,7000000.0,3845570.0,10845570.0
Wydział Organizacji i Nadzoru (OR),Akty kierowania,AIP,,904841.0,904841.0
Wydział Organizacji i Nadzoru (OR),Interpelacje i realizacja uchwał,IIP,,848289.0,848289.0
Wydział Organizacji i Nadzoru (OR),Prowadzenie archiwum,ARZ,60000.0,1357262.0,1417262.0
Wydział Organizacji i Nadzoru (OR),Obsługa kadrowo-płacowa i BHP,KPB,,2262103.0,2262103.0
Wydział Organizacji i Nadzoru (OR),System zarządzania jakością,SZJ,65000.0,678631.0,743631.0
Wydział Organizacji i Nadzoru (OR),System Zarządzania Projektami,SZP,421000.0,702383.0,1123383.0
Wydział Organizacji i Nadzoru (OR),Program Elektroniczna Komunikacja i Obsługa w UMK,EKU,15000.0,44112.0,59112.0
Wydział Organizacji i Nadzoru (OR),Obsługa Urzędu Miasta Krakowa w zakresie udzielania zamówień publicznych,OZP,,1244157.0,1244157.0
Wydział Organizacji i Nadzoru (OR),Systemy i usługi informacyjne,SUI,480000.0,1638122.0,2118122.0
Wydział Organizacji i Nadzoru (OR),System zarządzania bezpieczeństwem informacji,PBI,100000.0,1017947.0,1117947.0
Wydział Organizacji i Nadzoru (OR),Rozwój Systemu Elektronicznych Usług Publicznych w UMK i MJO,EU1,554000.0,1911.0,555911.0
Wydział Organizacji i Nadzoru (OR),Gmina Miejska Kraków - zarządzanie bezpieczeństwem informacji zgodnie z wymogami Rozporządzenia o ochronie danych osobowych,BIG,,226210.0,226210.0
Wydział Organizacji i Nadzoru (OR),Zarządzanie Dokumentacją Urzędu,ZDU,,1017947.0,1017947.0
Wydział Organizacji i Nadzoru (OR),Wdrożenie rozwiązania e-Learningowego,WRE,,22621.0,22621.0
Wydział Organizacji i Nadzoru (OR),Portal Elektronicznych Usług Publicznych,PEU,,22621.0,22621.0
Wydział Organizacji i Nadzoru (OR),Funkcjonowanie Magistratu,FM1,,,0.0
Wydział Organizacji i Nadzoru (OR),Zadania wyborcze,WYB,,,0.0
Wydział Organizacji i Nadzoru (OR),Zadania inwestycyjne,ZIN,,,0.0
Wydział Organizacji i Nadzoru (OR),nan,,,,0.0
Wydział Planowania Przestrzennego (BP),Koordynacja i obsługa administracyjna,0,,1357262.0,1357262.0
Wydział Planowania Przestrzennego (BP),Planowanie przestrzenne Miasta Krakowa,PPM,800000.0,8143574.0,8943574.0
Wydział Planowania Przestrzennego (BP),nan,,,,0.0
Wydział Podatków i Opłat (PD),Koordynacja i obsługa administracyjna,0,,1017947.0,1017947.0
Wydział Podatków i Opłat (PD),Realizacja dochodów budżetowych w zakresie podatków i opłat oraz należności cywilnoprawnych,RDB,141804731.0,19001672.0,160806403.0
Wydział Podatków i Opłat (PD),Zintegrowany system gospodarowania odpadami komunalnymi na terenie Gminy Miejskiej Kraków,SGO,383394.0,3958682.0,4342076.0
Wydział Podatków i Opłat (PD),Zintegrowany system informatyczny do obsługi poboru podatków lokalnych,PPL,,113105.0,113105.0
Wydział Podatków i Opłat (PD),nan,,,,0.0
Wydział Polityki Społecznej i Zdrowia (SZ),Koordynacja i obsługa administracyjna,0,,1368573.0,1368573.0
Wydział Polityki Społecznej i Zdrowia (SZ),Aktywni zawodowo - Aktywni społecznie,AZS,502920.0,11311.0,514231.0
Wydział Polityki Społecznej i Zdrowia (SZ),Aktywizacja Społeczeństwa Obywatelskiego,ASO,718100.0,328005.0,1046105.0
Wydział Polityki Społecznej i Zdrowia (SZ),w tym działania na rzecz równego traktowania,,,,
Wydział Polityki Społecznej i Zdrowia (SZ),Budżet obywatelski dzielnic,BOD,854800.0,,854800.0
Wydział Polityki Społecznej i Zdrowia (SZ),Zadania dzielnic (bieżące),DBR,470987.0,,470987.0
Wydział Polityki Społecznej i Zdrowia (SZ),Realizacja zadań wspierających krakowskie rodziny,KKR,3310000.0,865255.0,4175255.0
Wydział Polityki Społecznej i Zdrowia (SZ),Karta niepełnosprawnego dziecka,KND,100000.0,197934.0,297934.0
Wydział Polityki Społecznej i Zdrowia (SZ),Komunikacja społeczna,KOS,2260000.0,1266778.0,3526778.0
Wydział Polityki Społecznej i Zdrowia (SZ),w tym Miejsce Aktywności Mieszkańców przy ul. Dekerta 4,,,,
Wydział Polityki Społecznej i Zdrowia (SZ),Nieodpłatna pomoc prawna,NPP,2049000.0,180968.0,2229968.0
Wydział Polityki Społecznej i Zdrowia (SZ),Organizowanie opieki nad dzieckiem do lat 3,OND,19793370.0,904842.0,20698212.0
Wydział Polityki Społecznej i Zdrowia (SZ),w tym: filtry do oczyszczaczy powietrza do placówek samorządowych; uzupełnienie materiałów biurowych i sanitarnych oraz drobne zakupy dla żłobków samorządowych,,,,
Wydział Polityki Społecznej i Zdrowia (SZ),Orzekanie o niepełnosprawności i stopniu niepełnosprawności,OON,1500000.0,2239483.0,3739483.0
Wydział Polityki Społecznej i Zdrowia (SZ),Karta Krakowska,PKK,562975.0,113105.0,676080.0
Wydział Polityki Społecznej i Zdrowia (SZ),Realizacja Programu Młody Kraków,PMK,1350000.0,565526.0,1915526.0
Wydział Polityki Społecznej i Zdrowia (SZ),Program Otwarty Kraków,POK,1352080.0,576836.0,1928916.0
Wydział Polityki Społecznej i Zdrowia (SZ),Realizacja zadań związanych z problematyką osób niepełnosprawnych,PON,6378187.0,735184.0,7113371.0
Wydział Polityki Społecznej i Zdrowia (SZ),w tym pocovidowe wyjazdy dla młodzieży do ośrodków miasta Krakowa,,,,
Wydział Polityki Społecznej i Zdrowia (SZ),Realizacja zadań z zakresu działania SZ oraz MOPS wykonywanych przez podmioty niepubliczne,PSD,79446982.0,226210.0,79673192.0
Wydział Polityki Społecznej i Zdrowia (SZ),"Rodzicu, nie jesteś sam",RNS,309600.0,11311.0,320911.0
Wydział Polityki Społecznej i Zdrowia (SZ),Realizacja programu profilaktyki i promocji zdrowia,RPZ,3585000.0,593802.0,4178802.0
Wydział Polityki Społecznej i Zdrowia (SZ),w tym program In Vitro,,,,
Wydział Polityki Społecznej i Zdrowia (SZ),Przewóz osób niepełnosprawnych,TRA,2319880.0,113105.0,2432985.0
Wydział Polityki Społecznej i Zdrowia (SZ),Rozwiązywanie problemów uzależnień,URP,3800000.0,84829.0,3884829.0
Wydział Polityki Społecznej i Zdrowia (SZ),Współpraca z Organizacjami Pozarządowymi,WZO,1664000.0,441110.0,2105110.0
Wydział Polityki Społecznej i Zdrowia (SZ),Realizacja zadań Gminy Miejskiej Kraków w obszarze ochrony zdrowia,ZOZ,3360000.0,339316.0,3699316.0
Wydział Polityki Społecznej i Zdrowia (SZ),Promocja i obsługa wydarzeń organizowanych/zlecanych przez SZ,PIO,1091000.0,339315.0,1430315.0
Wydział Polityki Społecznej i Zdrowia (SZ),Wspornik - Punkt Wsparcia Opiekunów,PWS,78754.0,28276.0,107030.0
Wydział Polityki Społecznej i Zdrowia (SZ),W sile wieku 2,WWD,2600.0,11311.0,13911.0
Wydział Polityki Społecznej i Zdrowia (SZ),Zawsze rodzina,ZRO,990000.0,11311.0,1001311.0
Wydział Polityki Społecznej i Zdrowia (SZ),Program Aktywności Społecznej i Integracji Osób Starszych,PAS,9028330.0,842634.0,9870964.0
Wydział Polityki Społecznej i Zdrowia (SZ),"w tym ""Bezpieczny Senior"" - Alert BIK - zakup dla seniorów z CAS",,,,
Wydział Polityki Społecznej i Zdrowia (SZ),Nadzór Fundacje Stowarzyszenia,NFS,10000.0,135726.0,145726.0
Wydział Polityki Społecznej i Zdrowia (SZ),Integracja Romów,IRO,20000.0,22621.0,42621.0
Wydział Polityki Społecznej i Zdrowia (SZ),Pomoc społeczności romskiej,ROM,,,0.0
Wydział Polityki Społecznej i Zdrowia (SZ),Integracja seniorów,SEN,,,0.0
Wydział Polityki Społecznej i Zdrowia (SZ),Transport zwłok z miejsc publicznych w granicach administracyjnych Miasta Krakowa,TIZ,,,0.0
Wydział Polityki Społecznej i Zdrowia (SZ),Nadzór merytoryczny nad działalnością statutową monitorowanych jednostek,NDZ,,,0.0
Wydział Polityki Społecznej i Zdrowia (SZ),Centrum Informacji i Wsparcia dla Opiekunów Osób Niesamodzielnych ,CIW,,,0.0
Wydział Polityki Społecznej i Zdrowia (SZ),TASKFORCOME - przedsiębiorczość migrantów,TAS,,,0.0
Wydział Polityki Społecznej i Zdrowia (SZ),Zadania inwestycyjne,ZIN,,,0.0
Wydział Polityki Społecznej i Zdrowia (SZ),nan,,,,
Wydział Skarbu Miasta (GS),Koordynacja i obsługa administracyjna,0,,1391194.0,1391194.0
Wydział Skarbu Miasta (GS),Gospodarowanie nieruchomościami Gminy Miejskiej Kraków,GNG,4117000.0,13199377.0,17316377.0
Wydział Skarbu Miasta (GS),Gospodarowanie nieruchomościami Skarbu Państwa,GNS,501100.0,4637313.0,5138413.0
Wydział Skarbu Miasta (GS),Koszty związane z pozyskiwaniem terenów i realizacją roszczeń odszkodowawczych,RRO,2994700.0,1357262.0,4351962.0
Wydział Skarbu Miasta (GS),Odszkodowania za nieruchomości nabyte z mocy prawa na realizację inwestycji drogowych,OID,142200.0,1357262.0,1499462.0
Wydział Skarbu Miasta (GS),Zadania inwestycyjne,ZIN,,,0.0
Wydział Skarbu Miasta (GS),nan,,,,0.0
Wydział Sportu (SP),Koordynacja i obsługa administracyjna,0,,424145.0,424145.0
Wydział Sportu (SP),Miejskie Programy Sportowe,MPS,3101000.0,791736.0,3892736.0
Wydział Sportu (SP),"w tym: III Memoriał im. Alojzego Jaglarza, Tadeusza Jałochy i Władysława Pycińskiego żołnierzy Armii Krajowej – KS Rajsko; obchody 20–lecia założenia Klubu Sportowego Rajsko",,,,
Wydział Sportu (SP),Upowszechnianie sportu,UPS,6452000.0,876565.0,7328565.0
Wydział Sportu (SP),Nadzór nad placówkami sportowo - rekreacyjnymi,NPS,190000.0,56553.0,246553.0
Wydział Sportu (SP),Realizacja zadań Pełnomocnika PMK ds. Rozwoju Kultury Fizycznej,PKF,2000.0,339316.0,341316.0
Wydział Sportu (SP),Zadania dzielnic (bieżące),DBR,170000.0,,170000.0
Wydział Sportu (SP),Budżet obywatelski dzielnic,BOD,70060.0,,70060.0
Wydział Sportu (SP),nan,,,,
Wydział Spraw Administracyjnych (SA),Koordynacja i obsługa administracyjna,0,,791736.0,791736.0
Wydział Spraw Administracyjnych (SA),Prowadzenie ewidencji ludności i wydawanie dowodów osobistych,EDO,142691.0,7578048.0,7720739.0
Wydział Spraw Administracyjnych (SA),Orzekanie w sprawach meldunkowych,RPM,100000.0,1131052.0,1231052.0
Wydział Spraw Administracyjnych (SA),Kwalifikacja wojskowa,KWO,212640.0,226210.0,438850.0
Wydział Spraw Administracyjnych (SA),"Wydawanie decyzji na sprowadzanie zwłok i szczątków ludzkich z obcego państwa, biuro rzeczy znalezionych",DSZ,3000.0,226210.0,229210.0
Wydział Spraw Administracyjnych (SA),Organizacja handlu i usług oraz sprawy rybactwa śródlądowego,OHU,86000.0,1922789.0,2008789.0
Wydział Spraw Administracyjnych (SA),Zezwolenia na sprzedaż napojów alkoholowych,ZSA,10000.0,1357263.0,1367263.0
Wydział Spraw Administracyjnych (SA),Działalność gospodarcza,DZG,,1131052.0,1131052.0
Wydział Spraw Administracyjnych (SA),Ochrona praw konsumentów,OPK,1000.0,791736.0,792736.0
Wydział Spraw Administracyjnych (SA),Narodowy Spis Powszechny Ludności i Mieszkań,SPL,,,
Wydział Spraw Administracyjnych (SA),nan,,,,0.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Koordynacja i obsługa administracyjna,0,,791736.0,791736.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Przygotowanie i realizacja projektów współfinansowanych ze środków bezzwrotnych,PRP,926550.0,1131052.0,2057602.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Planowanie i monitorowanie realizacji inwestycji rocznych i wieloletnich,PMI,250.0,1017947.0,1018197.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Planowanie strategiczne rozwoju miasta,STR,191600.0,791736.0,983336.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Bank Informacji o Mieście i Metropolii,BIM,331600.0,452421.0,784021.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Zintegrowany system zarządzania GMK,ZSZ,,282763.0,282763.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Monitorowanie działalności Agencji Rozwoju Miasta Krakowa sp. z o.o. i Kraków Nowa Huta Przyszłości S.A.,MDS,50000.0,226210.0,276210.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Stradom 2.0,ST2,,169658.0,169658.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Zadania inwestycyjne,ZIN,,,
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",nan,,,,
Zespół Audytu Wewnętrznego (ZA),Koordynacja i obsługa administracyjna,0,,192279.0,192279.0
Zespół Audytu Wewnętrznego (ZA),Wykonywanie zadań audytowych w UMK i koordynacja audytu wewnętrznego w miejskich jednostkach organizacyjnych,AWK,,1244157.0,1244157.0
Zespół Audytu Wewnętrznego (ZA),"Audit jakości, działalność doradcza i rozwój narzędzi",ISN,,169658.0,169658.0
Zespół Audytu Wewnętrznego (ZA),Analizy i prognozy finansowe,PPF,,90484.0,90484.0
Zespół Audytu Wewnętrznego (ZA),nan,,,,0.0
Zespół Radców Prawnych (PR),Koordynacja i obsługa administracyjna,0,,367592.0,367592.0
Zespół Radców Prawnych (PR),Obsługa prawna,RPR,,3817300.0,3817300.0
Zespół Radców Prawnych (PR),nan,,,,
Zespół Radców Prawnych (PR),etaty UMK,,,,
Zespół Radców Prawnych (PR),nan,,,,
Żłobek nr 1 (Ż 1),Prowadzenie jednostki,PJB,1291000.0,,1291000.0
Żłobek nr 1 (Ż 1),Zadania dzielnic (bieżące),DBR,26000.0,,26000.0
Żłobek nr 1 (Ż 1),nan,,,,0.0
Żłobek nr 2 (Ż 2),Prowadzenie jednostki,PJB,1179000.0,,1179000.0
Żłobek nr 2 (Ż 2),nan,,,,0.0
Żłobek nr 5 (Ż 5),Prowadzenie jednostki,PJB,2004000.0,,2004000.0
Żłobek nr 5 (Ż 5),Zadania dzielnic (bieżące),DBR,,,0.0
Żłobek nr 5 (Ż 5),Zadania dzielnic (inwestycyjne),"DIR, DIW",,,0.0
Żłobek nr 5 (Ż 5),Zadania inwestycyjne,ZIN,,,0.0
Żłobek nr 5 (Ż 5),nan,,,,0.0
Żłobek nr 6 (Ż 6),Prowadzenie jednostki,PJB,2589000.0,,2589000.0
Żłobek nr 6 (Ż 6),Zadania dzielnic (bieżące),DBR,30000.0,,30000.0
Żłobek nr 6 (Ż 6),nan,,,,
Żłobek nr 7 (Ż 7),Prowadzenie jednostki,PJB,1539000.0,,1539000.0
Żłobek nr 7 (Ż 7),Zadania dzielnic (bieżące),DBR,,,0.0
Żłobek nr 7 (Ż 7),nan,,,,0.0
Żłobek nr 12 (Ż 12),Prowadzenie jednostki,PJB,2489000.0,,2489000.0
Żłobek nr 12 (Ż 12),w tym remont nawierzchni ogrodu i inne prace remontowe,,,,
Żłobek nr 12 (Ż 12),Zadania dzielnic (bieżące),DBR,88000.0,,88000.0
Żłobek nr 12 (Ż 12),Zadania dzielnic (inwestycyjne),"DIR, DIW",,,0.0
Żłobek nr 12 (Ż 12),Zadania inwestycyjne,ZIN,,,0.0
Żłobek nr 12 (Ż 12),nan,,,,
Żłobek nr 13 (Ż 13),Prowadzenie jednostki,PJB,2613000.0,,2613000.0
Żłobek nr 13 (Ż 13),Zadania dzielnic (bieżące),DBR,,,0.0
Żłobek nr 13 (Ż 13),nan,,,,
Żłobek nr 14 (Ż 14),Prowadzenie jednostki,PJB,2117000.0,,2117000.0
Żłobek nr 14 (Ż 14),nan,,,,
Żłobek nr 18 (Ż 18),Prowadzenie jednostki,PJB,2829000.0,,2829000.0
Żłobek nr 18 (Ż 18),Zadania dzielnic (bieżące),DBR,,,0.0
Żłobek nr 18 (Ż 18),Zadania inwestycyjne,ZIN,,,0.0
Żłobek nr 18 (Ż 18),nan,,,,
Żłobek nr 19 (Ż 19),Prowadzenie jednostki,PJB,2762000.0,,2762000.0
Żłobek nr 19 (Ż 19),Zadania dzielnic (bieżące),DBR,45000.0,,45000.0
Żłobek nr 19 (Ż 19),Zadania inwestycyjne,ZIN,,,0.0
Żłobek nr 19 (Ż 19),nan,,,,
Żłobek nr 20 (Ż 20),Prowadzenie jednostki,PJB,3193000.0,,3193000.0
Żłobek nr 20 (Ż 20),Zadania dzielnic (bieżące),DBR,27000.0,,27000.0
Żłobek nr 20 (Ż 20),nan,,,,
Żłobek nr 21 (Ż 21),Prowadzenie jednostki,PJB,3243000.0,,3243000.0
Żłobek nr 21 (Ż 21),Zadania dzielnic (bieżące),DBR,50000.0,,50000.0
Żłobek nr 21 (Ż 21),Zadania inwestycyjne,ZIN,,,0.0
Żłobek nr 21 (Ż 21),nan,,,,
Żłobek nr 22 (Ż 22),Prowadzenie jednostki,PJB,2873000.0,,2873000.0
Żłobek nr 22 (Ż 22),Zadania dzielnic (bieżące),DBR,30000.0,,30000.0
Żłobek nr 22 (Ż 22),Zadania dzielnic (inwestycyjne),"DIR, DIW",,,
Żłobek nr 22 (Ż 22),Zadania inwestycyjne,ZIN,,,
Żłobek nr 22 (Ż 22),nan,,,,
Żłobek nr 23 (Ż 23),Prowadzenie jednostki,PJB,3050000.0,,3050000.0
Żłobek nr 23 (Ż 23),Zadania dzielnic (bieżące),DBR,50000.0,,50000.0
Żłobek nr 23 (Ż 23),Zadania inwestycyjne,ZIN,,,0.0
Żłobek nr 23 (Ż 23),nan,,,,
Żłobek nr 24 (Ż 24),Prowadzenie jednostki,PJB,2579000.0,,2579000.0
Żłobek nr 24 (Ż 24),nan,,,,
Żłobek nr 25 (Ż 25),Prowadzenie jednostki,PJB,2569000.0,,2569000.0
Żłobek nr 25 (Ż 25),nan,,,,
Żłobek nr 27 (Ż 27),Prowadzenie jednostki,PJB,3224000.0,,3224000.0
Żłobek nr 27 (Ż 27),Zadania dzielnic (bieżące),DBR,40000.0,,40000.0
Żłobek nr 27 (Ż 27),Zadania dzielnic (inwestycyjne),"DIR, DIW",,,0.0
Żłobek nr 27 (Ż 27),Zadania inwestycyjne,ZIN,,,0.0
Żłobek nr 27 (Ż 27),nan,,,,
Żłobek nr 28 (Ż 28),Prowadzenie jednostki,PJB,2262000.0,,2262000.0
Żłobek nr 28 (Ż 28),Zadania dzielnic (bieżące),DBR,20000.0,,20000.0
Żłobek nr 28 (Ż 28),nan,,,,
Żłobek nr 30 (Ż 30),Prowadzenie jednostki,PJB,2642000.0,,2642000.0
Żłobek nr 30 (Ż 30),nan,,,,
Żłobek nr 31 (Ż 31),Prowadzenie jednostki,PJB,2059000.0,,2059000.0
Żłobek nr 31 (Ż 31),Zadania dzielnic (bieżące),DBR,70000.0,,70000.0
Żłobek nr 31 (Ż 31),Zadania dzielnic (inwestycyjne),"DIR, DIW",,,0.0
Żłobek nr 31 (Ż 31),Zadania inwestycyjne,ZIN,,,
Żłobek nr 31 (Ż 31),nan,,,,0.0
Żłobek nr 32 (Ż 32),Prowadzenie jednostki,PJB,2358000.0,,2358000.0
Żłobek nr 32 (Ż 32),Zadania dzielnic (bieżące),DBR,60000.0,,60000.0
Żłobek nr 32 (Ż 32),Zadania inwestycyjne,ZIN,,,
Żłobek nr 32 (Ż 32),nan,,,,0.0
Żłobek nr 33 (Ż 33),Prowadzenie jednostki,PJB,2136000.0,,2136000.0
Żłobek nr 33 (Ż 33),Zadania dzielnic (bieżące),DBR,45000.0,,45000.0
Żłobek nr 33 (Ż 33),nan,,,,0.0
Miejskie Centrum Obsługi Oświaty (MCOO),Przedszkola -  działalność podstawowa,P/APO,220710550.0,,220710550.0
Miejskie Centrum Obsługi Oświaty (MCOO),w tym: Przedszkole Nr 78 - zwiększenie wydatków bieżących,,,,
Miejskie Centrum Obsługi Oświaty (MCOO),Przedszkola - zadania realizowane na podstawie umów i porozumień,P/HUP,1396600.0,,1396600.0
Miejskie Centrum Obsługi Oświaty (MCOO),Przedszkola - remonty,P/DRE,1288500.0,,1288500.0
Miejskie Centrum Obsługi Oświaty (MCOO),"w tym: Przedszkole Nr 46 - dokończenie remontu małego tarasu, remont strefa wejścia-murki, kostka wokół budynku, podjazd; Przedszkole Nr 104 - remont chodników w ogrodzie, remont kuchni i przyległych pomieszczeń biurowych; Przedszkole Nr 138 - remont kuchni i klatki schodowej; Przedszkole Nr 83 - malowanie pomieszczeń;  Przedszkole Nr 105 - remont parkietów w 4 salach dydaktycznych; Przedszkole Nr 90 i Przedszkole Nr 99 - zakup kamer - zwiększenie planów finansowych; Przedszkola Nr 12 i Nr 80 - Smart ogrzewanie, zwiększenie planów finansowych; Przedszkola Nr 33 i Nr 124 - Smart ogrzewanie- wymiana głowic przy kaloryferach; Przedszkole Nr 182 - kontynuacja remontu ogrodzenia; Przedszkole Nr 110 - wymiana ogrodzenia",,,,
Miejskie Centrum Obsługi Oświaty (MCOO),Szkoły podstawowe - działalność podstawowa,SP/APO,299953350.0,,299953350.0
Miejskie Centrum Obsługi Oświaty (MCOO),Szkoły podstawowe - pozostała działalność ,SP/CPO,842980.0,,842980.0
Miejskie Centrum Obsługi Oświaty (MCOO),Szkoły podstawowe - zadania realizowane na podstawie umów i porozumień,SP/HUP,450000.0,,450000.0
Miejskie Centrum Obsługi Oświaty (MCOO),Szkoły podstawowe - remonty,SP/DRE,1652500.0,,1652500.0
Miejskie Centrum Obsługi Oświaty (MCOO),"w tym: Szkoła Podstawowa Nr 37 - remont nawierzchni placu apelowego przed tarasem; Szkoła Podstawowa Nr 103 - remont placu apelowego; Szkoła Podstawowa Nr 74 - zakup mebli i krzeseł, wyposażenie jadalni w stoliki, sprzęt AGD; Szkoła Podstawowa Nr 25 -modernizacja pracowni IT i zakup sprzętu komputerowego; Szkoła Podstawowa Nr 1 - elewacje podwórzowe budynku szkoły; Szkoła Podstawowa Nr 97 - remont toalet; Szkoła Podstawowa Nr 105 - zakup kamery -zwiększenie planu finansowego; Szkoła Podstawowa nr 52 - remont i wymiana rur spustowych, remont i wymiana ogrodzenia, malowanie i odnowienie korytarzy szkolnych, zagospodarowanie terenu zielonego ",,,,
Miejskie Centrum Obsługi Oświaty (MCOO),Zespoły szkół - działalność podstawowa,ZS/APO,131488570.0,,131488570.0
Miejskie Centrum Obsługi Oświaty (MCOO),Zespoły szkół - pozostała działalność,ZS/CPO,392700.0,,392700.0
Miejskie Centrum Obsługi Oświaty (MCOO),Zespoły szkół - zadania realizowane na podstawie umów i porozumień,ZS/HUP,616000.0,,616000.0
Miejskie Centrum Obsługi Oświaty (MCOO),Zespoły szkół - remonty,ZS/DRE,690000.0,,690000.0
Miejskie Centrum Obsługi Oświaty (MCOO),"w tym: Zespół Szkół Ogólnokształcących Nr 8 - wymiana podłogi wraz z podłożem w sali gimnastycznej a także jej malowanie (klasy 7 i 8 Szkoły Podstawowej i LO Nr XVIII); Zespół Szkolno-Przedszkolny Nr 14 - wykonanie muralu na 60-lecie nadania imienia; Zespół Szkolno-Przedszkolny Nr 2 - zakup sprzętu dla uczniów, usunięcie skutków zalania biblioteki i uzupełnienie księgozbioru; Zespół Szkolno-Przedszkolny Nr 3 - wymiana bram wejściowych i schodów; Zespół Szkolno-Przedszkolny Nr 4 - modernizacja biblioteki ",,,,
Miejskie Centrum Obsługi Oświaty (MCOO),SOSW - działalność podstawowa,SOSW/APO,10435440.0,,10435440.0
Miejskie Centrum Obsługi Oświaty (MCOO),SOSW - pozostała działalność,SOSW/CPO,13700.0,,13700.0
Miejskie Centrum Obsługi Oświaty (MCOO),Licea ogólnokształcące - działalność podstawowa,LO/APO,23385050.0,,23385050.0
Miejskie Centrum Obsługi Oświaty (MCOO),Licea ogólnokształcące - pozostała działalność ,LO/CPO,105000.0,,105000.0
Miejskie Centrum Obsługi Oświaty (MCOO),Licea ogólnokształcące - remonty,LO/DRE,250000.0,,250000.0
Miejskie Centrum Obsługi Oświaty (MCOO),w tym: XXX Liceum Ogólnokształcące - remont schodów i chodnika ,,,,
Miejskie Centrum Obsługi Oświaty (MCOO),MCOO - działalność podstawowa,APO,68202200.0,,68202200.0
Miejskie Centrum Obsługi Oświaty (MCOO),MCOO - pozostała działalność ,CPO,3600200.0,,3600200.0
Miejskie Centrum Obsługi Oświaty (MCOO),MCOO - Budżet obywatelski dzielnic,BOD,240700.0,,240700.0
Miejskie Centrum Obsługi Oświaty (MCOO),"MCOO - nadzór nad działalnością remontową samorządowych przedszkoli, szkół i placówek oświatowych",DNR,19130000.0,,19130000.0
Miejskie Centrum Obsługi Oświaty (MCOO),w tym: Przedszkole Nr 187 - wymiana centralnego ogrzewania; Szkoła Podstawowa Nr 149 - wymiana rur kanalizacyjnych na zewnątrz budynku ,,,,
Miejskie Centrum Obsługi Oświaty (MCOO),MCOO - Realizacja programu unijnego Erasmus+,ERP,600900.0,,600900.0
Miejskie Centrum Obsługi Oświaty (MCOO),MCOO - Małopolska Chmura Edukacyjna,CHM,110950.0,,110950.0
Miejskie Centrum Obsługi Oświaty (MCOO),MCOO - Kształcenie zawodowe uczniów w branży administracyjno - usługowej,CKA,1794480.0,,1794480.0
Miejskie Centrum Obsługi Oświaty (MCOO),MCOO - Kształcenie zawodowe uczniów w branży budowlanej,CKB,575850.0,,575850.0
Miejskie Centrum Obsługi Oświaty (MCOO),MCOO - Kształcenie zawodowe uczniów w branży elektryczno - elektronicznej,CKE,1019850.0,,1019850.0
Miejskie Centrum Obsługi Oświaty (MCOO),MCOO - Kształcenie zawodowe uczniów w branży mechanicznej,CKM,1822450.0,,1822450.0
Miejskie Centrum Obsługi Oświaty (MCOO),MCOO - Kształcenie zawodowe uczniów w branży rolniczo - leśnej z ochroną środowiska,CKR,325960.0,,325960.0
