Jednostka,Nazwa zadania,Akronim,Wydatki rzeczowe,Wydatki na utrzymanie stanowiska pracy,Wydatki na zadania ogółem
Wydział Mieszkalnictwa (ML),Obsługa spraw mieszkaniowych,OSM,1029000.0,6893921.0,7922921.0
Wydział Mieszkalnictwa (ML),Pozyskiwanie lokali mieszkalnych oraz nadzór nad stanem technicznym lokali i budynków ,PLN,710000.0,984846.0,1694846.0
Wydział Mieszkalnictwa (ML),Polityka mieszkaniowa Gminy Miejskiej Kraków oraz monitorowanie gospodarki mieszkaniowej Gminy,PMG,,422077.0,422077.0
Wydział Mieszkalnictwa (ML),Reprezentowanie interesów Gminy Miejskiej Kraków i Skarbu Państwa  w nieruchomościach z ich udziałem,WMW,769051.0,4431806.0,5200857.0
Wydział Mieszkalnictwa (ML),Zadania inwestycyjne,ZIN,,,0.0
Wydział Mieszkalnictwa (ML),nan,,,,0.0
Wydział Obsługi Urzędu (OU),Koordynacja i obsługa administracyjna,0,,1406923.0,1406923.0
Wydział Obsługi Urzędu (OU),Zarządzanie infrastrukturą Urzędu ,ADM,,10551919.0,10551919.0
Wydział Obsługi Urzędu (OU),Remonty i konserwacje budynków UMK,REM,7448000.0,703461.0,8151461.0
Wydział Obsługi Urzędu (OU),Obsługa Dzielnic ,ODF,900000.0,281385.0,1181385.0
Wydział Obsługi Urzędu (OU),Ubezpieczenie mienia UMK,UBZ,600000.0,140692.0,740692.0
Wydział Obsługi Urzędu (OU),Elektromobilność w Gminie Miejskiej Kraków,EGM,490000.0,,490000.0
Wydział Obsługi Urzędu (OU),Infrastruktura i obsługa Magistratu,OBS,,,0.0
Wydział Obsługi Urzędu (OU),Zadania dzielnic (bieżące),DBR,52911.0,,52911.0
Wydział Obsługi Urzędu (OU),Pomoc dla uchodźców z Ukrainy,UKR,,,
Wydział Obsługi Urzędu (OU),Zadania dzielnic (inwestycyjne),"DIR, DIW",,,0.0
Wydział Obsługi Urzędu (OU),Zadania inwestycyjne,ZIN,,,0.0
Wydział Obsługi Urzędu (OU),nan,,,,0.0
Wydział Organizacji i Nadzoru (OR),Koordynacja i obsługa administracyjna,0,,1125538.0,1125538.0
Wydział Organizacji i Nadzoru (OR),Informacja publiczna i prawna,IPP,,703461.0,703461.0
Wydział Organizacji i Nadzoru (OR),"Obsługa przepływu poczty w Urzędzie Miasta Krakowa, udzielanie informacji",KUM,7000000.0,5240787.0,12240787.0
Wydział Organizacji i Nadzoru (OR),Akty kierowania,AIP,,1125538.0,1125538.0
Wydział Organizacji i Nadzoru (OR),Interpelacje i realizacja uchwał,IIP,,1055192.0,1055192.0
Wydział Organizacji i Nadzoru (OR),Prowadzenie archiwum,ARZ,100000.0,1653134.0,1753134.0
Wydział Organizacji i Nadzoru (OR),"Kadry, sprawy pracownicze i BHP",KPB,,2954538.0,2954538.0
Wydział Organizacji i Nadzoru (OR),System zarządzania jakością,SZJ,70000.0,984846.0,1054846.0
Wydział Organizacji i Nadzoru (OR),System Zarządzania Projektami,SZP,300000.0,1024240.0,1324240.0
Wydział Organizacji i Nadzoru (OR),Program Elektroniczna Komunikacja i Obsługa w UMK,EKU,,32359.0,32359.0
Wydział Organizacji i Nadzoru (OR),Obsługa Urzędu Miasta Krakowa w zakresie udzielania zamówień publicznych,OZP,,1688307.0,1688307.0
Wydział Organizacji i Nadzoru (OR),Systemy i usługi informacyjne,SUI,240000.0,2403024.0,2643024.0
Wydział Organizacji i Nadzoru (OR),System zarządzania bezpieczeństwem informacji,PBI,116000.0,1828999.0,1944999.0
Wydział Organizacji i Nadzoru (OR),Rozwój Systemu Elektronicznych Usług Publicznych w UMK i MJO,EU1,170000.0,2814.0,172814.0
Wydział Organizacji i Nadzoru (OR),Gmina Miejska Kraków - zarządzanie bezpieczeństwem informacji zgodnie z wymogami Rozporządzenia o ochronie danych osobowych,BIG,,,0.0
Wydział Organizacji i Nadzoru (OR),Zarządzanie Dokumentacją Urzędu,ZDU,70000.0,2110384.0,2180384.0
Wydział Organizacji i Nadzoru (OR),Usprawnienie systemu gospodarowania mieniem w UMK,SGM,,70346.0,70346.0
Wydział Organizacji i Nadzoru (OR),Wdrożenie rozwiązania e-Learningowego,WRE,,14069.0,14069.0
Wydział Organizacji i Nadzoru (OR),Portal Elektronicznych Usług Publicznych,PEU,,28138.0,28138.0
Wydział Organizacji i Nadzoru (OR),Wdrożenie w UMK EZD jako podstawowego systemu wykonywania czynności kancelaryjnych,EZD,,,0.0
Wydział Organizacji i Nadzoru (OR),"System Zarządzania Projektami, Programami i Portfelami SZPPP",P30,,21104.0,21104.0
Wydział Organizacji i Nadzoru (OR),Kraków SMART CITY - zarządzenie portfelem produktów,KSC,,21104.0,21104.0
Wydział Organizacji i Nadzoru (OR),Budowa i wdrożenie modułu Erpu,EPU,,70346.0,70346.0
Wydział Organizacji i Nadzoru (OR),Zarządzanie portfelem i katalogiem usług,ZPU,,56277.0,56277.0
Wydział Organizacji i Nadzoru (OR),Akademia Project Managera,APM,,54870.0,54870.0
Wydział Organizacji i Nadzoru (OR),Analityczna Obsługa Finansowa Zintegrowanych Świadczeń,AOF,,,0.0
Wydział Organizacji i Nadzoru (OR),Ewidencja ludności i dowody osobiste,EDO,,,
Wydział Organizacji i Nadzoru (OR),Rozliczenia wydatków majątkowe,RWM,,,
Wydział Organizacji i Nadzoru (OR),Wybory do Sejmu i Senatu,WSS,,,
Wydział Organizacji i Nadzoru (OR),Zadania wyborcze,WYB,,,
Wydział Organizacji i Nadzoru (OR),Funkcjonowanie Magistratu,FM1,,,0.0
Wydział Organizacji i Nadzoru (OR),Zadania wyborcze,WYB,,,0.0
Wydział Organizacji i Nadzoru (OR),Pomoc dla uchodźców z Ukrainy,UKR,,,
Wydział Organizacji i Nadzoru (OR),Zadania inwestycyjne,ZIN,,,0.0
Wydział Organizacji i Nadzoru (OR),nan,,,,0.0
Wydział Planowania Przestrzennego (BP),Koordynacja i obsługa administracyjna,0,,1688307.0,1688307.0
Wydział Planowania Przestrzennego (BP),Planowanie przestrzenne Miasta Krakowa,PPM,550000.0,10411228.0,10961228.0
Wydział Planowania Przestrzennego (BP),nan,,,,0.0
Wydział Podatków i Opłat (PD),Koordynacja i obsługa administracyjna,0,,1125538.0,1125538.0
Wydział Podatków i Opłat (PD),Realizacja dochodów budżetowych w zakresie podatków i opłat oraz należności cywilnoprawnych,RDB,214058665.0,26028066.0,240086731.0
Wydział Podatków i Opłat (PD),Zintegrowany system gospodarowania odpadami komunalnymi na terenie Gminy Miejskiej Kraków,SGO,290892.0,4924229.0,5215121.0
Wydział Podatków i Opłat (PD),Zintegrowany system informatyczny do obsługi poboru podatków lokalnych,PPL,,140695.0,140695.0
Wydział Podatków i Opłat (PD),nan,,,,0.0
Wydział Polityki Społecznej i Zdrowia (SZ),Koordynacja i obsługa administracyjna,0,,1828999.0,1828999.0
Wydział Polityki Społecznej i Zdrowia (SZ),Aktywizacja Społeczeństwa Obywatelskiego,ASO,810770.0,450215.0,1260985.0
Wydział Polityki Społecznej i Zdrowia (SZ),Realizacja zadań wspierających krakowskie rodziny,KKR,3626760.0,1174780.0,4801540.0
Wydział Polityki Społecznej i Zdrowia (SZ),Komunikacja społeczna,KOS,2955000.0,1526511.0,4481511.0
Wydział Polityki Społecznej i Zdrowia (SZ),Nieodpłatna pomoc prawna,NPP,2261392.0,253246.0,2514638.0
Wydział Polityki Społecznej i Zdrowia (SZ),Organizowanie opieki nad dzieckiem do lat 3,OND,44878374.0,1688307.0,46566681.0
Wydział Polityki Społecznej i Zdrowia (SZ),Orzekanie o niepełnosprawności i stopniu niepełnosprawności,OON,1661000.0,2532461.0,4193461.0
Wydział Polityki Społecznej i Zdrowia (SZ),Karta Krakowska,PKK,,140692.0,140692.0
Wydział Polityki Społecznej i Zdrowia (SZ),Realizacja Programu Młody Kraków,PMK,1885000.0,844154.0,2729154.0
Wydział Polityki Społecznej i Zdrowia (SZ),Program Otwarty Kraków,POK,1600000.0,731600.0,2331600.0
Wydział Polityki Społecznej i Zdrowia (SZ),Realizacja zadań związanych z problematyką osób niepełnosprawnych,PON,17790000.0,1561684.0,19351684.0
Wydział Polityki Społecznej i Zdrowia (SZ),"Rodzicu, nie jesteś sam",RNS,258000.0,14069.0,272069.0
Wydział Polityki Społecznej i Zdrowia (SZ),Realizacja programu profilaktyki i promocji zdrowia,RPZ,6200000.0,590908.0,6790908.0
Wydział Polityki Społecznej i Zdrowia (SZ),Rozwiązywanie problemów uzależnień,URP,8550000.0,105519.0,8655519.0
Wydział Polityki Społecznej i Zdrowia (SZ),Współpraca z Organizacjami Pozarządowymi,WZO,2078000.0,872292.0,2950292.0
Wydział Polityki Społecznej i Zdrowia (SZ),Realizacja zadań Gminy Miejskiej Kraków w obszarze ochrony zdrowia,ZOZ,6500000.0,576838.0,7076838.0
Wydział Polityki Społecznej i Zdrowia (SZ),Promocja i obsługa wydarzeń organizowanych/zlecanych przez SZ,PIO,1565365.0,534631.0,2099996.0
Wydział Polityki Społecznej i Zdrowia (SZ),Wspornik - Punkt Wsparcia Opiekunów,PWS,,,0.0
Wydział Polityki Społecznej i Zdrowia (SZ),Program Aktywności Społecznej i Integracji Osób Starszych,PAS,11040000.0,907465.0,11947465.0
Wydział Polityki Społecznej i Zdrowia (SZ),Nadzór Fundacje Stowarzyszenia,NFS,20000.0,281385.0,301385.0
Wydział Polityki Społecznej i Zdrowia (SZ),Integracja Romów,IRO,,,0.0
Wydział Polityki Społecznej i Zdrowia (SZ),Pomoc UNICEF dla dzieci i rodzin z Ukrainy,UNI,,225108.0,225108.0
Wydział Polityki Społecznej i Zdrowia (SZ),Budżet obywatelski ogólnomiejski,BOO,4020000.0,,4020000.0
Wydział Polityki Społecznej i Zdrowia (SZ),Budżet obywatelski dzielnic,BOD,708000.0,,708000.0
Wydział Polityki Społecznej i Zdrowia (SZ),Zadania dzielnic (bieżące),DBR,416216.0,,416216.0
Wydział Polityki Społecznej i Zdrowia (SZ),URBACT IV - FEMACT Cities,FEM,127650.0,140692.0,268342.0
Wydział Polityki Społecznej i Zdrowia (SZ),Karta niepełnosprawnego dziecka,KND,,,0.0
Wydział Polityki Społecznej i Zdrowia (SZ),Realizacja zadań z zakresu działania SZ oraz MOPS wykonywanych przez podmioty niepubliczne,PSD,,,0.0
Wydział Polityki Społecznej i Zdrowia (SZ),Przewóz osób niepełnosprawnych,TRA,,,0.0
Wydział Polityki Społecznej i Zdrowia (SZ),W sile wieku 2,WWD,,,0.0
Wydział Polityki Społecznej i Zdrowia (SZ),Zawsze rodzina,ZRO,,,0.0
Wydział Polityki Społecznej i Zdrowia (SZ),Aktywni zawodowo - Aktywni społecznie,AZS,,,0.0
Wydział Polityki Społecznej i Zdrowia (SZ),Pomoc dla uchodźców z Ukrainy,UKR,1419330.0,182900.0,1602230.0
Wydział Polityki Społecznej i Zdrowia (SZ),Rozliczenia wydatków majątkowych,UKR,,,0.0
Wydział Polityki Społecznej i Zdrowia (SZ),MALUCH+ Dostosowanie i wyposażenie lokalu żłobka przy ul. Mazowieckiej 30a,M30,96400.0,70346.0,166746.0
Wydział Polityki Społecznej i Zdrowia (SZ),MALUCH+ Dostosowanie i wyposażenie lokalu żłobka na os.Piastów 71,P71,,70346.0,70346.0
Wydział Polityki Społecznej i Zdrowia (SZ),Zadania inwestycyjne,ZIN,,,0.0
Wydział Polityki Społecznej i Zdrowia (SZ),nan,,,,
Wydział Skarbu Miasta (GS),Koordynacja i obsługa administracyjna,0,,1730515.0,1730515.0
Wydział Skarbu Miasta (GS),Gospodarowanie nieruchomościami Gminy Miejskiej Kraków,GNG,4470100.0,16221818.0,20691918.0
Wydział Skarbu Miasta (GS),Gospodarowanie nieruchomościami Skarbu Państwa,GNS,330985.0,5754313.0,6085298.0
Wydział Skarbu Miasta (GS),Koszty związane z pozyskiwaniem terenów i realizacją roszczeń odszkodowawczych,RRO,1278200.0,1617961.0,2896161.0
Wydział Skarbu Miasta (GS),Odszkodowania za nieruchomości nabyte z mocy prawa na realizację inwestycji drogowych,OID,369100.0,2110384.0,2479484.0
Wydział Skarbu Miasta (GS),Zadania inwestycyjne,ZIN,,,0.0
Wydział Skarbu Miasta (GS),nan,,,,0.0
Wydział Sportu (SP),Koordynacja i obsługa administracyjna,0,,,0.0
Wydział Sportu (SP),Miejskie Programy Sportowe,MPS,,,0.0
Wydział Sportu (SP),Nadzór nad placówkami sportowo - rekreacyjnymi,NPS,,,0.0
Wydział Sportu (SP),Upowszechnianie sportu,UPS,,,0.0
Wydział Sportu (SP),Realizacja zadań Pełnomocnika PMK ds. Rozwoju Kultury Fizycznej,PKF,,,0.0
Wydział Sportu (SP),Zadania dzielnic (bieżące),DBR,,,0.0
Wydział Sportu (SP),Budżet obywatelski dzielnic,BOD,,,0.0
Wydział Sportu (SP),nan,,,,
Wydział Spraw Administracyjnych (SA),Koordynacja i obsługa administracyjna,0,,1125538.0,1125538.0
Wydział Spraw Administracyjnych (SA),Prowadzenie ewidencji ludności i wydawanie dowodów osobistych,EDO,145090.0,9567074.0,9712164.0
Wydział Spraw Administracyjnych (SA),Orzekanie w sprawach meldunkowych,RPM,52000.0,1547615.0,1599615.0
Wydział Spraw Administracyjnych (SA),Kwalifikacja wojskowa,KWO,529720.0,211038.0,740758.0
Wydział Spraw Administracyjnych (SA),"Wydawanie decyzji na sprowadzanie zwłok i szczątków ludzkich z obcego państwa, biuro rzeczy znalezionych",DSZ,3000.0,281385.0,284385.0
Wydział Spraw Administracyjnych (SA),Organizacja handlu i usług oraz sprawy rybactwa śródlądowego,OHU,113000.0,2602807.0,2715807.0
Wydział Spraw Administracyjnych (SA),Zezwolenia na sprzedaż napojów alkoholowych,ZSA,11000.0,1688307.0,1699307.0
Wydział Spraw Administracyjnych (SA),Działalność gospodarcza,DZG,,1266230.0,1266230.0
Wydział Spraw Administracyjnych (SA),Ochrona praw konsumentów,OPK,1000.0,984846.0,985846.0
Wydział Spraw Administracyjnych (SA),Pomoc dla uchodźców z Ukrainy,UKR,,,0.0
Wydział Spraw Administracyjnych (SA),nan,,,,0.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Koordynacja i obsługa administracyjna,0,,745669.0,745669.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Przygotowanie i realizacja projektów współfinansowanych ze środków bezzwrotnych,PRP,1299200.0,1406923.0,2706123.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Planowanie i monitorowanie realizacji inwestycji rocznych i wieloletnich,PMI,60200.0,1547615.0,1607815.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Planowanie strategiczne rozwoju miasta,STR,70100.0,1266230.0,1336330.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Bank Informacji o Mieście i Metropolii,BIM,260100.0,703461.0,963561.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Zintegrowany system zarządzania GMK,ZSZ,,422077.0,422077.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Monitorowanie działalności Agencji Rozwoju Miasta Krakowa sp. z o.o. i Kraków Nowa Huta Przyszłości S.A.,MDS,60400.0,281385.0,341785.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Stradom 2.0,ST2,,70346.0,70346.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Otwarte dane,OTD,,28138.0,28138.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Zadania inwestycyjne,ZIN,,,0.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",nan,,,,0.0
Zespół Audytu Wewnętrznego (ZA),Koordynacja i obsługa administracyjna,0,,281385.0,281385.0
Zespół Audytu Wewnętrznego (ZA),Wykonywanie zadań audytowych w UMK i koordynacja audytu wewnętrznego w miejskich jednostkach organizacyjnych,AWK,200000.0,1751618.0,1951618.0
Zespół Audytu Wewnętrznego (ZA),"Audit jakości, działalność doradcza i rozwój narzędzi",ISN,,70346.0,70346.0
Zespół Audytu Wewnętrznego (ZA),Analizy i prognozy finansowe,PPF,,112554.0,112554.0
Zespół Audytu Wewnętrznego (ZA),nan,,,,0.0
Zespół Radców Prawnych (PR),Koordynacja i obsługa administracyjna,0,,457250.0,457250.0
Zespół Radców Prawnych (PR),Obsługa prawna,RPR,,4924229.0,4924229.0
Zespół Radców Prawnych (PR),nan,,,,
Zespół Radców Prawnych (PR),etaty UMK,,,,
Zespół Radców Prawnych (PR),nan,,,,
Żłobek nr 1 (Ż 1),Prowadzenie jednostki,PJB,1926000.0,,1926000.0
Żłobek nr 1 (Ż 1),Pomoc dla uchodźców z Ukrainy,UKR,,,
Żłobek nr 1 (Ż 1),Zadania dzielnic (bieżące),DBR,,,0.0
Żłobek nr 1 (Ż 1),nan,,,,0.0
Żłobek nr 2 (Ż 2),Prowadzenie jednostki,PJB,1965000.0,,1965000.0
Żłobek nr 2 (Ż 2),Pomoc dla uchodźców z Ukrainy,UKR,,,
Żłobek nr 2 (Ż 2),nan,,,,0.0
Żłobek nr 5 (Ż 5),Prowadzenie jednostki,PJB,2942500.0,,2942500.0
Żłobek nr 5 (Ż 5),Pomoc dla uchodźców z Ukrainy,UKR,,,
Żłobek nr 5 (Ż 5),Zadania dzielnic (bieżące),DBR,,,0.0
Żłobek nr 5 (Ż 5),Zadania inwestycyjne,ZIN,,,0.0
Żłobek nr 5 (Ż 5),nan,,,,0.0
Żłobek nr 6 (Ż 6),Prowadzenie jednostki,PJB,3850000.0,,3850000.0
Żłobek nr 6 (Ż 6),Zadania dzielnic (bieżące),DBR,50000.0,,50000.0
Żłobek nr 6 (Ż 6),Zadania inwestycyjne,ZIN,,,
Żłobek nr 6 (Ż 6),nan,,,,
Żłobek nr 7 (Ż 7),Prowadzenie jednostki,PJB,1855000.0,,1855000.0
Żłobek nr 7 (Ż 7),Pomoc dla uchodźców z Ukrainy,UKR,,,
Żłobek nr 7 (Ż 7),nan,,,,0.0
Żłobek nr 12 (Ż 12),Prowadzenie jednostki,PJB,3061426.0,,3061426.0
Żłobek nr 12 (Ż 12),Zadania dzielnic (bieżące),DBR,115000.0,,115000.0
Żłobek nr 12 (Ż 12),Zadania inwestycyjne,ZIN,,,0.0
Żłobek nr 12 (Ż 12),nan,,,,
Żłobek nr 13 (Ż 13),Prowadzenie jednostki,PJB,4483400.0,,4483400.0
Żłobek nr 13 (Ż 13),Zadania inwestycyjne,ZIN,,,
Żłobek nr 13 (Ż 13),nan,,,,
Żłobek nr 14 (Ż 14),Prowadzenie jednostki,PJB,2800000.0,,2800000.0
Żłobek nr 14 (Ż 14),Pomoc dla uchodźców z Ukrainy,UKR,,,
Żłobek nr 14 (Ż 14),nan,,,,
Żłobek nr 18 (Ż 18),Prowadzenie jednostki,PJB,4670000.0,,4670000.0
Żłobek nr 18 (Ż 18),Pomoc dla uchodźców z Ukrainy,UKR,,,
Żłobek nr 18 (Ż 18),Zadania inwestycyjne,ZIN,,,0.0
Żłobek nr 18 (Ż 18),nan,,,,
Żłobek nr 19 (Ż 19),Prowadzenie jednostki,PJB,3507000.0,,3507000.0
Żłobek nr 19 (Ż 19),Zadania dzielnic (bieżące),DBR,65000.0,,65000.0
Żłobek nr 19 (Ż 19),Pomoc dla uchodźców z Ukrainy,UKR,,,
Żłobek nr 19 (Ż 19),Zadania inwestycyjne,ZIN,,,0.0
Żłobek nr 19 (Ż 19),nan,,,,
Żłobek nr 20 (Ż 20),Prowadzenie jednostki,PJB,4709100.0,,4709100.0
Żłobek nr 20 (Ż 20),Zadania dzielnic (bieżące),DBR,40000.0,,40000.0
Żłobek nr 20 (Ż 20),nan,,,,
Żłobek nr 21 (Ż 21),Prowadzenie jednostki,PJB,4841200.0,,4841200.0
Żłobek nr 21 (Ż 21),Pomoc dla uchodźców z Ukrainy,UKR,,,
Żłobek nr 21 (Ż 21),Zadania dzielnic (bieżące),DBR,,,0.0
Żłobek nr 21 (Ż 21),Zadania inwestycyjne,ZIN,,,0.0
Żłobek nr 21 (Ż 21),nan,,,,
Żłobek nr 22 (Ż 22),Prowadzenie jednostki,PJB,4425500.0,,4425500.0
Żłobek nr 22 (Ż 22),Zadania dzielnic (bieżące),DBR,50000.0,,50000.0
Żłobek nr 22 (Ż 22),Pomoc dla uchodźców z Ukrainy,UKR,,,
Żłobek nr 22 (Ż 22),Zadania inwestycyjne,ZIN,,,
Żłobek nr 22 (Ż 22),nan,,,,
Żłobek nr 23 (Ż 23),Prowadzenie jednostki,PJB,3970000.0,,3970000.0
Żłobek nr 23 (Ż 23),Zadania dzielnic (bieżące),DBR,55000.0,,55000.0
Żłobek nr 23 (Ż 23),Pomoc dla uchodźców z Ukrainy,UKR,,,
Żłobek nr 23 (Ż 23),Zadania inwestycyjne,ZIN,,,0.0
Żłobek nr 23 (Ż 23),nan,,,,
Żłobek nr 24 (Ż 24),Prowadzenie jednostki,PJB,3950000.0,,3950000.0
Żłobek nr 24 (Ż 24),Zadania dzielnic (bieżące),DBR,,,0.0
Żłobek nr 24 (Ż 24),Pomoc dla uchodźców z Ukrainy,UKR,,,
Żłobek nr 24 (Ż 24),nan,,,,
Żłobek nr 25 (Ż 25),Prowadzenie jednostki,PJB,3780000.0,,3780000.0
Żłobek nr 25 (Ż 25),Zadania dzielnic (bieżące),DBR,,,0.0
Żłobek nr 25 (Ż 25),Zadania inwestycyjne,ZIN,,,0.0
Żłobek nr 25 (Ż 25),nan,,,,
Żłobek nr 27 (Ż 27),Prowadzenie jednostki,PJB,3907500.0,,3907500.0
Żłobek nr 27 (Ż 27),Zadania dzielnic (bieżące),DBR,40000.0,,40000.0
Żłobek nr 27 (Ż 27),Pomoc dla uchodźców z Ukrainy,UKR,,,0.0
Żłobek nr 27 (Ż 27),Zadania inwestycyjne,ZIN,,,0.0
Żłobek nr 27 (Ż 27),nan,,,,
Żłobek nr 28 (Ż 28),Prowadzenie jednostki,PJB,3400000.0,,3400000.0
Żłobek nr 28 (Ż 28),Pomoc dla uchodźców z Ukrainy,UKR,,,
Żłobek nr 28 (Ż 28),Zadania dzielnic (bieżące),DBR,40000.0,,40000.0
Żłobek nr 28 (Ż 28),nan,,,,
Żłobek nr 30 (Ż 30),Prowadzenie jednostki,PJB,3765000.0,,3765000.0
Żłobek nr 30 (Ż 30),Zadania dzielnic (bieżące),DBR,50000.0,,50000.0
Żłobek nr 30 (Ż 30),Pomoc dla uchodźców z Ukrainy,UKR,,,0.0
Żłobek nr 30 (Ż 30),nan,,,,
Żłobek nr 31 (Ż 31),Prowadzenie jednostki,PJB,3660000.0,,3660000.0
Żłobek nr 31 (Ż 31),Pomoc dla uchodźców z Ukrainy,UKR,,,
Żłobek nr 31 (Ż 31),Zadania dzielnic (bieżące),DBR,80000.0,,80000.0
Żłobek nr 31 (Ż 31),Zadania dzielnic (inwestycyjne),"DIR, DIW",,,0.0
Żłobek nr 31 (Ż 31),Zadania inwestycyjne,ZIN,,,0.0
Żłobek nr 31 (Ż 31),nan,,,,0.0
Żłobek nr 32 (Ż 32),Prowadzenie jednostki,PJB,3412000.0,,3412000.0
Żłobek nr 32 (Ż 32),Zadania dzielnic (bieżące),DBR,80000.0,,80000.0
Żłobek nr 32 (Ż 32),Zadania inwestycyjne,ZIN,,,
Żłobek nr 32 (Ż 32),nan,,,,0.0
Żłobek nr 33 (Ż 33),Prowadzenie jednostki,PJB,2700000.0,,2700000.0
Żłobek nr 33 (Ż 33),Zadania dzielnic (bieżące),DBR,65000.0,,65000.0
Żłobek nr 33 (Ż 33),Pomoc dla uchodźców z Ukrainy,UKR,,,
Żłobek nr 33 (Ż 33),Zadania dzielnic (inwestycyjne),"DIR, DIW",,,
Żłobek nr 33 (Ż 33),nan,,,,0.0
Miejskie Centrum Obsługi Oświaty (MCOO),Przedszkola -  działalność podstawowa,P/APO,331410630.0,,331410630.0
Miejskie Centrum Obsługi Oświaty (MCOO),Przedszkola - zadania realizowane na podstawie umów i porozumień,P/HUP,1740900.0,,1740900.0
Miejskie Centrum Obsługi Oświaty (MCOO),Przedszkola - remonty,P/DRE,45700.0,,45700.0
Miejskie Centrum Obsługi Oświaty (MCOO),Przedszkola - pozostała działalność,P/CPO,45100.0,,45100.0
Miejskie Centrum Obsługi Oświaty (MCOO),Szkoły podstawowe - działalność podstawowa,SP/APO,404801680.0,,404801680.0
Miejskie Centrum Obsługi Oświaty (MCOO),Szkoły podstawowe - pozostała działalność ,SP/CPO,1641830.0,,1641830.0
Miejskie Centrum Obsługi Oświaty (MCOO),Szkoły podstawowe - zadania realizowane na podstawie umów i porozumień,SP/HUP,893760.0,,893760.0
Miejskie Centrum Obsługi Oświaty (MCOO),Szkoły podstawowe - remonty,SP/DRE,301400.0,,301400.0
Miejskie Centrum Obsługi Oświaty (MCOO),Zespoły szkół - działalność podstawowa,ZS/APO,208485760.0,,208485760.0
Miejskie Centrum Obsługi Oświaty (MCOO),Zespoły szkół - pozostała działalność,ZS/CPO,735600.0,,735600.0
Miejskie Centrum Obsługi Oświaty (MCOO),Zespoły szkół - zadania realizowane na podstawie umów i porozumień,ZS/HUP,490270.0,,490270.0
Miejskie Centrum Obsługi Oświaty (MCOO),Zespoły szkół - remonty,ZS/DRE,139900.0,,139900.0
Miejskie Centrum Obsługi Oświaty (MCOO),Zespoły szkół - realizacja Programu Młody Kraków,ZS/PMK,6000.0,,6000.0
Miejskie Centrum Obsługi Oświaty (MCOO),Licea ogólnokształcące - działalność podstawowa,LO/APO,32052700.0,,32052700.0
Miejskie Centrum Obsługi Oświaty (MCOO),Licea ogólnokształcące - pozostała działalność ,LO/CPO,3640.0,,3640.0
Miejskie Centrum Obsługi Oświaty (MCOO),Licea ogólnokształcące - remonty,LO/DRE,17400.0,,17400.0
Miejskie Centrum Obsługi Oświaty (MCOO),Licea ogólnokształcące - Realizacja programu Młody Kraków,LO/PMK,12000.0,,12000.0
Miejskie Centrum Obsługi Oświaty (MCOO),Licea ogólnoksztalcące -Dofinansowanie pracowni przedmiotowych,LO/DPR,,,
Miejskie Centrum Obsługi Oświaty (MCOO),SOSW - działalność podstawowa,SOSW/APO,14559810.0,,14559810.0
Miejskie Centrum Obsługi Oświaty (MCOO),SOSW - pozostała działalność,SOSW/CPO,55000.0,,55000.0
Miejskie Centrum Obsługi Oświaty (MCOO),SOSW - remonty,SOSW/DRE,7700.0,,7700.0
Miejskie Centrum Obsługi Oświaty (MCOO),MCOO - działalność podstawowa,APO,82789780.0,,82789780.0
Miejskie Centrum Obsługi Oświaty (MCOO),MCOO - pozostała działalność ,CPO,5177200.0,,5177200.0
Miejskie Centrum Obsługi Oświaty (MCOO),"MCOO - nadzór nad działalnością remontową samorządowych przedszkoli, szkół i placówek oświatowych",DNR,25230930.0,,25230930.0
Miejskie Centrum Obsługi Oświaty (MCOO),Realizacja programu unijnego Erasmus+,ERP,,,0.0
Miejskie Centrum Obsługi Oświaty (MCOO),Realizacja programu unijnego Erasmus+ edycja 2021-2027,ER2,992050.0,,992050.0
Miejskie Centrum Obsługi Oświaty (MCOO),Asystent ucznia ze specjalnymi potrzebami edukacyjnymi - pilotaż,ASP,,,0.0
Miejskie Centrum Obsługi Oświaty (MCOO),Kształcenie zawodowe uczniów w branży administracyjno - usługowej,CKA,,,0.0
Miejskie Centrum Obsługi Oświaty (MCOO),Kształcenie zawodowe uczniów w branży budowlanej,CKB,,,0.0
Miejskie Centrum Obsługi Oświaty (MCOO),Kształcenie zawodowe uczniów w branży elektryczno - elektronicznej,CKE,,,0.0
Miejskie Centrum Obsługi Oświaty (MCOO),Kształcenie zawodowe uczniów w branży mechanicznej,CKM,,,0.0
Miejskie Centrum Obsługi Oświaty (MCOO),Kształcenie zawodowe uczniów w branży rolniczo - leśnej z ochroną środowiska,CKR,,,0.0
