Jednostka,Nazwa zadania,Akronim,Wydatki rzeczowe,Wydatki na utrzymanie stanowiska pracy,Wydatki na zadania ogółem
Wydział Mieszkalnictwa (ML),Pozyskiwanie lokali mieszkalnych oraz nadzór nad stanem technicznym lokali i budynków ,PLN,540000.0,773917.0,1313917.0
Wydział Mieszkalnictwa (ML),Polityka mieszkaniowa Gminy Miejskiej Kraków oraz monitorowanie gospodarki mieszkaniowej Gminy,PMG,,402437.0,402437.0
Wydział Mieszkalnictwa (ML),Reprezentowanie interesów Gminy Miejskiej Kraków i Skarbu Państwa  w nieruchomościach z ich udziałem,WMW,1026800.0,3962455.0,4989255.0
Wydział Mieszkalnictwa (ML),Zadania inwestycyjne,ZIN,,,0.0
Wydział Mieszkalnictwa (ML),nan,,,,0.0
Wydział Obsługi Urzędu (OU),Koordynacja i obsługa administracyjna,0,,1238267.0,1238267.0
Wydział Obsługi Urzędu (OU),Zarządzanie infrastrukturą Urzędu ,ADM,,9039351.0,9039351.0
Wydział Obsługi Urzędu (OU),Remonty i konserwacje budynków UMK,REM,4655000.0,619134.0,5274134.0
Wydział Obsługi Urzędu (OU),Obsługa Dzielnic ,ODF,797000.0,247653.0,1044653.0
Wydział Obsługi Urzędu (OU),Ubezpieczenie mienia UMK,UBZ,545000.0,123827.0,668827.0
Wydział Obsługi Urzędu (OU),Elektromobilność w Gminie Miejskiej Kraków,EGM,658832.0,,658832.0
Wydział Obsługi Urzędu (OU),Infrastruktura i obsługa Magistratu,OBS,,,0.0
Wydział Obsługi Urzędu (OU),Zadania dzielnic (bieżące),DBR,63800.0,,63800.0
Wydział Obsługi Urzędu (OU),Pomoc dla uchodźców z Ukrainy,UKR,,,
Wydział Obsługi Urzędu (OU),Zadania dzielnic (inwestycyjne),"DIR, DIW",,,0.0
Wydział Obsługi Urzędu (OU),Zadania inwestycyjne,ZIN,,,0.0
Wydział Obsługi Urzędu (OU),nan,,,,0.0
Wydział Organizacji i Nadzoru (OR),Koordynacja i obsługa administracyjna,0,,990614.0,990614.0
Wydział Organizacji i Nadzoru (OR),Informacja publiczna i prawna,IPP,,619134.0,619134.0
Wydział Organizacji i Nadzoru (OR),"Obsługa przepływu poczty w Urzędzie Miasta Krakowa, udzielanie informacji",KUM,7000000.0,4210109.0,11210109.0
Wydział Organizacji i Nadzoru (OR),Akty kierowania,AIP,,990614.0,990614.0
Wydział Organizacji i Nadzoru (OR),Interpelacje i realizacja uchwał,IIP,,928700.0,928700.0
Wydział Organizacji i Nadzoru (OR),Prowadzenie archiwum,ARZ,80000.0,1454964.0,1534964.0
Wydział Organizacji i Nadzoru (OR),"Kadry, sprawy pracownicze i BHP",KPB,,2600361.0,2600361.0
Wydział Organizacji i Nadzoru (OR),System zarządzania jakością,SZJ,60000.0,742960.0,802960.0
Wydział Organizacji i Nadzoru (OR),System Zarządzania Projektami,SZP,420000.0,801159.0,1221159.0
Wydział Organizacji i Nadzoru (OR),Program Elektroniczna Komunikacja i Obsługa w UMK,EKU,,3715.0,3715.0
Wydział Organizacji i Nadzoru (OR),Obsługa Urzędu Miasta Krakowa w zakresie udzielania zamówień publicznych,OZP,,1362094.0,1362094.0
Wydział Organizacji i Nadzoru (OR),Systemy i usługi informacyjne,SUI,510000.0,2040664.0,2550664.0
Wydział Organizacji i Nadzoru (OR),System zarządzania bezpieczeństwem informacji,PBI,116000.0,1362094.0,1478094.0
Wydział Organizacji i Nadzoru (OR),Rozwój Systemu Elektronicznych Usług Publicznych w UMK i MJO,EU1,400000.0,2477.0,402477.0
Wydział Organizacji i Nadzoru (OR),Gmina Miejska Kraków - zarządzanie bezpieczeństwem informacji zgodnie z wymogami Rozporządzenia o ochronie danych osobowych,BIG,,247653.0,247653.0
Wydział Organizacji i Nadzoru (OR),Zarządzanie Dokumentacją Urzędu,ZDU,,1114441.0,1114441.0
Wydział Organizacji i Nadzoru (OR),Usprawnienie systemu gospodarowania mieniem w UMK,SGM,,,
Wydział Organizacji i Nadzoru (OR),Wdrożenie rozwiązania e-Learningowego,WRE,,37148.0,37148.0
Wydział Organizacji i Nadzoru (OR),Portal Elektronicznych Usług Publicznych,PEU,,37148.0,37148.0
Wydział Organizacji i Nadzoru (OR),Wdrożenie w UMK EZD jako podstawowego systemu wykonywania czynności kancelaryjnych,EZD,,371480.0,371480.0
Wydział Organizacji i Nadzoru (OR),"System Zarządzania Projektami, Programami i Portfelami SZPPP",P30,,37148.0,37148.0
Wydział Organizacji i Nadzoru (OR),Kraków SMART CITY - zarządzenie portfelem produktów,KSC,,,
Wydział Organizacji i Nadzoru (OR),Budowa i wdrożenie modułu Erpu,EPU,,,
Wydział Organizacji i Nadzoru (OR),Zarządzanie portfelem i katalogiem usług,ZPU,,,
Wydział Organizacji i Nadzoru (OR),Akademia Project Managera,APM,,37148.0,37148.0
Wydział Organizacji i Nadzoru (OR),Analityczna Obsługa Finansowa Zintegrowanych Świadczeń,AOF,,37148.0,37148.0
Wydział Organizacji i Nadzoru (OR),Ewidencja ludności i dowody osobiste,EDO,,,
Wydział Organizacji i Nadzoru (OR),Rozliczenia wydatków majątkowe,RWM,,,
Wydział Organizacji i Nadzoru (OR),Wybory do Sejmu i Senatu,WSS,,,
Wydział Organizacji i Nadzoru (OR),Zadania wyborcze,WYB,,,
Wydział Organizacji i Nadzoru (OR),Funkcjonowanie Magistratu,FM1,123371.0,,123371.0
Wydział Organizacji i Nadzoru (OR),Zadania wyborcze,WYB,,,0.0
Wydział Organizacji i Nadzoru (OR),Pomoc dla uchodźców z Ukrainy,UKR,,,
Wydział Organizacji i Nadzoru (OR),Zadania inwestycyjne,ZIN,,,0.0
Wydział Organizacji i Nadzoru (OR),nan,,,,0.0
Wydział Planowania Przestrzennego (BP),Koordynacja i obsługa administracyjna,0,,1485921.0,1485921.0
Wydział Planowania Przestrzennego (BP),Planowanie przestrzenne Miasta Krakowa,PPM,550000.0,9163178.0,9713178.0
Wydział Planowania Przestrzennego (BP),nan,,,,0.0
Wydział Podatków i Opłat (PD),Koordynacja i obsługa administracyjna,0,,1114441.0,1114441.0
Wydział Podatków i Opłat (PD),Realizacja dochodów budżetowych w zakresie podatków i opłat oraz należności cywilnoprawnych,RDB,149552201.0,22660291.0,172212492.0
Wydział Podatków i Opłat (PD),Zintegrowany system gospodarowania odpadami komunalnymi na terenie Gminy Miejskiej Kraków,SGO,339736.0,4333935.0,4673671.0
Wydział Podatków i Opłat (PD),Zintegrowany system informatyczny do obsługi poboru podatków lokalnych,PPL,,123827.0,123827.0
Wydział Podatków i Opłat (PD),nan,,,,0.0
Wydział Polityki Społecznej i Zdrowia (SZ),Koordynacja i obsługa administracyjna,0,,1523068.0,1523068.0
Wydział Polityki Społecznej i Zdrowia (SZ),Aktywizacja Społeczeństwa Obywatelskiego,ASO,525000.0,421011.0,946011.0
Wydział Polityki Społecznej i Zdrowia (SZ),Realizacja zadań wspierających krakowskie rodziny,KKR,3044000.0,1046336.0,4090336.0
Wydział Polityki Społecznej i Zdrowia (SZ),Komunikacja społeczna,KOS,2139000.0,1448773.0,3587773.0
Wydział Polityki Społecznej i Zdrowia (SZ),Nieodpłatna pomoc prawna,NPP,2049000.0,222888.0,2271888.0
Wydział Polityki Społecznej i Zdrowia (SZ),Organizowanie opieki nad dzieckiem do lat 3,OND,31556716.0,1485921.0,33042637.0
Wydział Polityki Społecznej i Zdrowia (SZ),Orzekanie o niepełnosprawności i stopniu niepełnosprawności,OON,1765000.0,2451769.0,4216769.0
Wydział Polityki Społecznej i Zdrowia (SZ),Karta Krakowska,PKK,840000.0,123827.0,963827.0
Wydział Polityki Społecznej i Zdrowia (SZ),Realizacja Programu Młody Kraków,PMK,1600000.0,619134.0,2219134.0
Wydział Polityki Społecznej i Zdrowia (SZ),Program Otwarty Kraków,POK,1535000.0,718195.0,2253195.0
Wydział Polityki Społecznej i Zdrowia (SZ),Realizacja zadań związanych z problematyką osób niepełnosprawnych,PON,12389586.0,1380668.0,13770254.0
Wydział Polityki Społecznej i Zdrowia (SZ),"Rodzicu, nie jesteś sam",RNS,309600.0,12383.0,321983.0
Wydział Polityki Społecznej i Zdrowia (SZ),Realizacja programu profilaktyki i promocji zdrowia,RPZ,5290000.0,451967.0,5741967.0
Wydział Polityki Społecznej i Zdrowia (SZ),Rozwiązywanie problemów uzależnień,URP,5500000.0,92870.0,5592870.0
Wydział Polityki Społecznej i Zdrowia (SZ),Współpraca z Organizacjami Pozarządowymi,WZO,1575800.0,767726.0,2343526.0
Wydział Polityki Społecznej i Zdrowia (SZ),Realizacja zadań Gminy Miejskiej Kraków w obszarze ochrony zdrowia,ZOZ,5110000.0,408628.0,5518628.0
Wydział Polityki Społecznej i Zdrowia (SZ),Promocja i obsługa wydarzeń organizowanych/zlecanych przez SZ,PIO,500000.0,458159.0,958159.0
Wydział Polityki Społecznej i Zdrowia (SZ),Wspornik - Punkt Wsparcia Opiekunów,PWS,41878.0,30957.0,72835.0
Wydział Polityki Społecznej i Zdrowia (SZ),Program Aktywności Społecznej i Integracji Osób Starszych,PAS,8800000.0,922509.0,9722509.0
Wydział Polityki Społecznej i Zdrowia (SZ),Nadzór Fundacje Stowarzyszenia,NFS,10000.0,247653.0,257653.0
Wydział Polityki Społecznej i Zdrowia (SZ),Integracja Romów,IRO,20000.0,24765.0,44765.0
Wydział Polityki Społecznej i Zdrowia (SZ),Pomoc UNICEF dla dzieci i rodzin z Ukrainy,UNI,2262168.0,,2262168.0
Wydział Polityki Społecznej i Zdrowia (SZ),Budżet obywatelski ogólnomiejski,BOO,105000.0,,105000.0
Wydział Polityki Społecznej i Zdrowia (SZ),Budżet obywatelski dzielnic,BOD,596350.0,,596350.0
Wydział Polityki Społecznej i Zdrowia (SZ),Zadania dzielnic (bieżące),DBR,411700.0,,411700.0
Wydział Polityki Społecznej i Zdrowia (SZ),URBACT IV - FEMACT Cities,FEM,,,
Wydział Polityki Społecznej i Zdrowia (SZ),Karta niepełnosprawnego dziecka,KND,,,0.0
Wydział Polityki Społecznej i Zdrowia (SZ),Realizacja zadań z zakresu działania SZ oraz MOPS wykonywanych przez podmioty niepubliczne,PSD,,,0.0
Wydział Polityki Społecznej i Zdrowia (SZ),Przewóz osób niepełnosprawnych,TRA,,,0.0
Wydział Polityki Społecznej i Zdrowia (SZ),W sile wieku 2,WWD,,,0.0
Wydział Polityki Społecznej i Zdrowia (SZ),Zawsze rodzina,ZRO,,,0.0
Wydział Polityki Społecznej i Zdrowia (SZ),Aktywni zawodowo - Aktywni społecznie,AZS,,,0.0
Wydział Polityki Społecznej i Zdrowia (SZ),Pomoc dla uchodźców z Ukrainy,UKR,,,0.0
Wydział Polityki Społecznej i Zdrowia (SZ),Rozliczenia wydatków majątkowych,UKR,,,0.0
Wydział Polityki Społecznej i Zdrowia (SZ),MALUCH+ Dostosowanie i wyposażenie lokalu żłobka przy ul. Mazowieckiej 30a,M30,,,
Wydział Polityki Społecznej i Zdrowia (SZ),MALUCH+ Dostosowanie i wyposażenie lokalu żłobka na os.Piastów 71,P71,,,
Wydział Polityki Społecznej i Zdrowia (SZ),Zadania inwestycyjne,ZIN,,,0.0
Wydział Polityki Społecznej i Zdrowia (SZ),nan,,,,
Wydział Skarbu Miasta (GS),Koordynacja i obsługa administracyjna,0,,1523069.0,1523069.0
Wydział Skarbu Miasta (GS),Gospodarowanie nieruchomościami Gminy Miejskiej Kraków,GNG,3844800.0,14252456.0,18097256.0
Wydział Skarbu Miasta (GS),Gospodarowanie nieruchomościami Skarbu Państwa,GNS,484605.0,5089279.0,5573884.0
Wydział Skarbu Miasta (GS),Koszty związane z pozyskiwaniem terenów i realizacją roszczeń odszkodowawczych,RRO,1805900.0,1424007.0,3229907.0
Wydział Skarbu Miasta (GS),Odszkodowania za nieruchomości nabyte z mocy prawa na realizację inwestycji drogowych,OID,262000.0,1733574.0,1995574.0
Wydział Skarbu Miasta (GS),Zadania inwestycyjne,ZIN,,,0.0
Wydział Skarbu Miasta (GS),nan,,,,0.0
Wydział Sportu (SP),Koordynacja i obsługa administracyjna,0,,,0.0
Wydział Sportu (SP),Miejskie Programy Sportowe,MPS,,,0.0
Wydział Sportu (SP),Nadzór nad placówkami sportowo - rekreacyjnymi,NPS,,,0.0
Wydział Sportu (SP),Upowszechnianie sportu,UPS,,,0.0
Wydział Sportu (SP),Realizacja zadań Pełnomocnika PMK ds. Rozwoju Kultury Fizycznej,PKF,,,0.0
Wydział Sportu (SP),Zadania dzielnic (bieżące),DBR,,,0.0
Wydział Sportu (SP),Budżet obywatelski dzielnic,BOD,,,0.0
Wydział Sportu (SP),nan,,,,
Wydział Spraw Administracyjnych (SA),Koordynacja i obsługa administracyjna,0,,990614.0,990614.0
Wydział Spraw Administracyjnych (SA),Prowadzenie ewidencji ludności i wydawanie dowodów osobistych,EDO,142850.0,8172564.0,8315414.0
Wydział Spraw Administracyjnych (SA),Orzekanie w sprawach meldunkowych,RPM,20000.0,1362094.0,1382094.0
Wydział Spraw Administracyjnych (SA),Kwalifikacja wojskowa,KWO,409004.0,247653.0,656657.0
Wydział Spraw Administracyjnych (SA),"Wydawanie decyzji na sprowadzanie zwłok i szczątków ludzkich z obcego państwa, biuro rzeczy znalezionych",DSZ,1000.0,247653.0,248653.0
Wydział Spraw Administracyjnych (SA),Organizacja handlu i usług oraz sprawy rybactwa śródlądowego,OHU,69500.0,2105054.0,2174554.0
Wydział Spraw Administracyjnych (SA),Zezwolenia na sprzedaż napojów alkoholowych,ZSA,8000.0,1485921.0,1493921.0
Wydział Spraw Administracyjnych (SA),Działalność gospodarcza,DZG,,1114441.0,1114441.0
Wydział Spraw Administracyjnych (SA),Ochrona praw konsumentów,OPK,1000.0,866787.0,867787.0
Wydział Spraw Administracyjnych (SA),Pomoc dla uchodźców z Ukrainy,UKR,80000.0,,80000.0
Wydział Spraw Administracyjnych (SA),nan,,,,0.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Koordynacja i obsługa administracyjna,0,,742960.0,742960.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Przygotowanie i realizacja projektów współfinansowanych ze środków bezzwrotnych,PRP,1155070.0,1238267.0,2393337.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Planowanie i monitorowanie realizacji inwestycji rocznych i wieloletnich,PMI,89800.0,1238267.0,1328067.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Planowanie strategiczne rozwoju miasta,STR,283750.0,1114441.0,1398191.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Bank Informacji o Mieście i Metropolii,BIM,146000.0,619134.0,765134.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Zintegrowany system zarządzania GMK,ZSZ,,371480.0,371480.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Monitorowanie działalności Agencji Rozwoju Miasta Krakowa sp. z o.o. i Kraków Nowa Huta Przyszłości S.A.,MDS,75380.0,247653.0,323033.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Stradom 2.0,ST2,,123827.0,123827.0
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Otwarte dane,OTD,,,
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",Zadania inwestycyjne,ZIN,,,
"Wydział Strategii, Planowania i Monitorowania Inwestycji (SI)",nan,,,,
Zespół Audytu Wewnętrznego (ZA),Koordynacja i obsługa administracyjna,0,,210506.0,210506.0
Zespół Audytu Wewnętrznego (ZA),Wykonywanie zadań audytowych w UMK i koordynacja audytu wewnętrznego w miejskich jednostkach organizacyjnych,AWK,65000.0,1516877.0,1581877.0
Zespół Audytu Wewnętrznego (ZA),"Audit jakości, działalność doradcza i rozwój narzędzi",ISN,,123827.0,123827.0
Zespół Audytu Wewnętrznego (ZA),Analizy i prognozy finansowe,PPF,,99061.0,99061.0
Zespół Audytu Wewnętrznego (ZA),nan,,,,0.0
Zespół Radców Prawnych (PR),Koordynacja i obsługa administracyjna,0,,402437.0,402437.0
Zespół Radców Prawnych (PR),Obsługa prawna,RPR,,4210109.0,4210109.0
Zespół Radców Prawnych (PR),nan,,,,
Zespół Radców Prawnych (PR),etaty UMK,,,,
Zespół Radców Prawnych (PR),nan,,,,
Żłobek nr 1 (Ż 1),Prowadzenie jednostki,PJB,1602250.0,,1602250.0
Żłobek nr 1 (Ż 1),Pomoc dla uchodźców z Ukrainy,UKR,,,
Żłobek nr 1 (Ż 1),Zadania dzielnic (bieżące),DBR,,,0.0
Żłobek nr 1 (Ż 1),nan,,,,0.0
Żłobek nr 2 (Ż 2),Prowadzenie jednostki,PJB,1317500.0,,1317500.0
Żłobek nr 2 (Ż 2),Pomoc dla uchodźców z Ukrainy,UKR,,,
Żłobek nr 2 (Ż 2),nan,,,,0.0
Żłobek nr 5 (Ż 5),Prowadzenie jednostki,PJB,2266950.0,,2266950.0
Żłobek nr 5 (Ż 5),Pomoc dla uchodźców z Ukrainy,UKR,,,
Żłobek nr 5 (Ż 5),Zadania dzielnic (bieżące),DBR,,,0.0
Żłobek nr 5 (Ż 5),Zadania inwestycyjne,ZIN,,,0.0
Żłobek nr 5 (Ż 5),nan,,,,0.0
Żłobek nr 6 (Ż 6),Prowadzenie jednostki,PJB,2720000.0,,2720000.0
Żłobek nr 6 (Ż 6),Zadania dzielnic (bieżące),DBR,50000.0,,50000.0
Żłobek nr 6 (Ż 6),Zadania inwestycyjne,ZIN,,,
Żłobek nr 6 (Ż 6),nan,,,,
Żłobek nr 7 (Ż 7),Prowadzenie jednostki,PJB,1742500.0,,1742500.0
Żłobek nr 7 (Ż 7),Pomoc dla uchodźców z Ukrainy,UKR,,,
Żłobek nr 7 (Ż 7),nan,,,,0.0
Żłobek nr 12 (Ż 12),Prowadzenie jednostki,PJB,2210000.0,,2210000.0
Żłobek nr 12 (Ż 12),Zadania dzielnic (bieżące),DBR,138000.0,,138000.0
Żłobek nr 12 (Ż 12),Zadania inwestycyjne,ZIN,,,0.0
Żłobek nr 12 (Ż 12),nan,,,,
Żłobek nr 13 (Ż 13),Prowadzenie jednostki,PJB,2550000.0,,2550000.0
Żłobek nr 13 (Ż 13),Zadania inwestycyjne,ZIN,,,
Żłobek nr 13 (Ż 13),nan,,,,
Żłobek nr 14 (Ż 14),Prowadzenie jednostki,PJB,2099500.0,,2099500.0
Żłobek nr 14 (Ż 14),Pomoc dla uchodźców z Ukrainy,UKR,,,
Żłobek nr 14 (Ż 14),nan,,,,
Żłobek nr 18 (Ż 18),Prowadzenie jednostki,PJB,2864500.0,,2864500.0
Żłobek nr 18 (Ż 18),Pomoc dla uchodźców z Ukrainy,UKR,,,
Żłobek nr 18 (Ż 18),Zadania inwestycyjne,ZIN,,,0.0
Żłobek nr 18 (Ż 18),nan,,,,
Żłobek nr 19 (Ż 19),Prowadzenie jednostki,PJB,2689400.0,,2689400.0
Żłobek nr 19 (Ż 19),Zadania dzielnic (bieżące),DBR,65000.0,,65000.0
Żłobek nr 19 (Ż 19),Pomoc dla uchodźców z Ukrainy,UKR,,,
Żłobek nr 19 (Ż 19),Zadania inwestycyjne,ZIN,,,0.0
Żłobek nr 19 (Ż 19),nan,,,,
Żłobek nr 20 (Ż 20),Prowadzenie jednostki,PJB,3468425.0,,3468425.0
Żłobek nr 20 (Ż 20),Zadania dzielnic (bieżące),DBR,15000.0,,15000.0
Żłobek nr 20 (Ż 20),nan,,,,
Żłobek nr 21 (Ż 21),Prowadzenie jednostki,PJB,3315000.0,,3315000.0
Żłobek nr 21 (Ż 21),Pomoc dla uchodźców z Ukrainy,UKR,,,
Żłobek nr 21 (Ż 21),Zadania dzielnic (bieżące),DBR,,,0.0
Żłobek nr 21 (Ż 21),Zadania inwestycyjne,ZIN,,,0.0
Żłobek nr 21 (Ż 21),nan,,,,
Żłobek nr 22 (Ż 22),Prowadzenie jednostki,PJB,2800750.0,,2800750.0
Żłobek nr 22 (Ż 22),Zadania dzielnic (bieżące),DBR,50000.0,,50000.0
Żłobek nr 22 (Ż 22),Pomoc dla uchodźców z Ukrainy,UKR,,,
Żłobek nr 22 (Ż 22),Zadania inwestycyjne,ZIN,,,
Żłobek nr 22 (Ż 22),nan,,,,
Żłobek nr 23 (Ż 23),Prowadzenie jednostki,PJB,2866200.0,,2866200.0
Żłobek nr 23 (Ż 23),Zadania dzielnic (bieżące),DBR,60000.0,,60000.0
Żłobek nr 23 (Ż 23),Pomoc dla uchodźców z Ukrainy,UKR,,,
Żłobek nr 23 (Ż 23),Zadania inwestycyjne,ZIN,,,0.0
Żłobek nr 23 (Ż 23),nan,,,,
Żłobek nr 24 (Ż 24),Prowadzenie jednostki,PJB,2592500.0,,2592500.0
Żłobek nr 24 (Ż 24),Zadania dzielnic (bieżące),DBR,60000.0,,60000.0
Żłobek nr 24 (Ż 24),Pomoc dla uchodźców z Ukrainy,UKR,,,
Żłobek nr 24 (Ż 24),nan,,,,
Żłobek nr 25 (Ż 25),Prowadzenie jednostki,PJB,2320500.0,,2320500.0
Żłobek nr 25 (Ż 25),Zadania dzielnic (bieżące),DBR,40000.0,,40000.0
Żłobek nr 25 (Ż 25),Zadania inwestycyjne,ZIN,,,
Żłobek nr 25 (Ż 25),nan,,,,
Żłobek nr 27 (Ż 27),Prowadzenie jednostki,PJB,3082950.0,,3082950.0
Żłobek nr 27 (Ż 27),Zadania dzielnic (bieżące),DBR,50000.0,,50000.0
Żłobek nr 27 (Ż 27),Pomoc dla uchodźców z Ukrainy,UKR,,,
Żłobek nr 27 (Ż 27),Zadania inwestycyjne,ZIN,,,0.0
Żłobek nr 27 (Ż 27),nan,,,,
Żłobek nr 28 (Ż 28),Prowadzenie jednostki,PJB,2363000.0,,2363000.0
Żłobek nr 28 (Ż 28),Pomoc dla uchodźców z Ukrainy,UKR,,,
Żłobek nr 28 (Ż 28),Zadania dzielnic (bieżące),DBR,,,0.0
Żłobek nr 28 (Ż 28),nan,,,,
Żłobek nr 30 (Ż 30),Prowadzenie jednostki,PJB,2741250.0,,2741250.0
Żłobek nr 30 (Ż 30),Zadania dzielnic (bieżące),DBR,20000.0,,20000.0
Żłobek nr 30 (Ż 30),Pomoc dla uchodźców z Ukrainy,UKR,,,
Żłobek nr 30 (Ż 30),nan,,,,
Żłobek nr 31 (Ż 31),Prowadzenie jednostki,PJB,2686000.0,,2686000.0
Żłobek nr 31 (Ż 31),Pomoc dla uchodźców z Ukrainy,UKR,,,
Żłobek nr 31 (Ż 31),Zadania dzielnic (bieżące),DBR,,,0.0
Żłobek nr 31 (Ż 31),Zadania dzielnic (inwestycyjne),"DIR, DIW",,,0.0
Żłobek nr 31 (Ż 31),Zadania inwestycyjne,ZIN,,,
Żłobek nr 31 (Ż 31),nan,,,,0.0
Żłobek nr 32 (Ż 32),Prowadzenie jednostki,PJB,2569550.0,,2569550.0
Żłobek nr 32 (Ż 32),Zadania dzielnic (bieżące),DBR,70000.0,,70000.0
Żłobek nr 32 (Ż 32),Zadania inwestycyjne,ZIN,,,
Żłobek nr 32 (Ż 32),nan,,,,0.0
Żłobek nr 33 (Ż 33),Prowadzenie jednostki,PJB,2164695.0,,2164695.0
Żłobek nr 33 (Ż 33),Zadania dzielnic (bieżące),DBR,65000.0,,65000.0
Żłobek nr 33 (Ż 33),Pomoc dla uchodźców z Ukrainy,UKR,,,
Żłobek nr 33 (Ż 33),Zadania dzielnic (inwestycyjne),"DIR, DIW",,,
Żłobek nr 33 (Ż 33),nan,,,,0.0
Miejskie Centrum Obsługi Oświaty (MCOO),Przedszkola -  działalność podstawowa,P/APO,275983380.0,,275983380.0
Miejskie Centrum Obsługi Oświaty (MCOO),Przedszkola - zadania realizowane na podstawie umów i porozumień,P/HUP,1481500.0,,1481500.0
Miejskie Centrum Obsługi Oświaty (MCOO),Przedszkola - remonty,P/DRE,8500.0,,8500.0
Miejskie Centrum Obsługi Oświaty (MCOO),Przedszkola - pozostała działalność,P/CPO,,,
Miejskie Centrum Obsługi Oświaty (MCOO),Szkoły podstawowe - działalność podstawowa,SP/APO,332576430.0,,332576430.0
Miejskie Centrum Obsługi Oświaty (MCOO),Szkoły podstawowe - pozostała działalność ,SP/CPO,1171650.0,,1171650.0
Miejskie Centrum Obsługi Oświaty (MCOO),Szkoły podstawowe - zadania realizowane na podstawie umów i porozumień,SP/HUP,412000.0,,412000.0
Miejskie Centrum Obsługi Oświaty (MCOO),Szkoły podstawowe - remonty,SP/DRE,259500.0,,259500.0
Miejskie Centrum Obsługi Oświaty (MCOO),Zespoły szkół - działalność podstawowa,ZS/APO,154006220.0,,154006220.0
Miejskie Centrum Obsługi Oświaty (MCOO),Zespoły szkół - pozostała działalność,ZS/CPO,634620.0,,634620.0
Miejskie Centrum Obsługi Oświaty (MCOO),Zespoły szkół - zadania realizowane na podstawie umów i porozumień,ZS/HUP,344350.0,,344350.0
Miejskie Centrum Obsługi Oświaty (MCOO),Zespoły szkół - remonty,ZS/DRE,157200.0,,157200.0
Miejskie Centrum Obsługi Oświaty (MCOO),Zespoły szkół - realizacja Programu Młody Kraków,ZS/PMK,,,
Miejskie Centrum Obsługi Oświaty (MCOO),Licea ogólnokształcące - działalność podstawowa,LO/APO,25740050.0,,25740050.0
Miejskie Centrum Obsługi Oświaty (MCOO),Licea ogólnokształcące - pozostała działalność ,LO/CPO,180000.0,,180000.0
Miejskie Centrum Obsługi Oświaty (MCOO),Licea ogólnokształcące - remonty,LO/DRE,17400.0,,17400.0
Miejskie Centrum Obsługi Oświaty (MCOO),Licea ogólnokształcące - Realizacja programu Młody Kraków,LO/PMK,6000.0,,6000.0
Miejskie Centrum Obsługi Oświaty (MCOO),Licea ogólnoksztalcące -Dofinansowanie pracowni przedmiotowych,LO/DPR,,,
Miejskie Centrum Obsługi Oświaty (MCOO),SOSW - działalność podstawowa,SOSW/APO,11646610.0,,11646610.0
Miejskie Centrum Obsługi Oświaty (MCOO),SOSW - pozostała działalność,SOSW/CPO,36000.0,,36000.0
Miejskie Centrum Obsługi Oświaty (MCOO),SOSW - remonty,SOSW/DRE,7700.0,,7700.0
Miejskie Centrum Obsługi Oświaty (MCOO),MCOO - działalność podstawowa,APO,59700230.0,,59700230.0
Miejskie Centrum Obsługi Oświaty (MCOO),MCOO - pozostała działalność ,CPO,4623400.0,,4623400.0
Miejskie Centrum Obsługi Oświaty (MCOO),"MCOO - nadzór nad działalnością remontową samorządowych przedszkoli, szkół i placówek oświatowych",DNR,22495200.0,,22495200.0
Miejskie Centrum Obsługi Oświaty (MCOO),Realizacja programu unijnego Erasmus+,ERP,187400.0,,187400.0
Miejskie Centrum Obsługi Oświaty (MCOO),Realizacja programu unijnego Erasmus+ edycja 2021-2027,ER2,1056400.0,,1056400.0
Miejskie Centrum Obsługi Oświaty (MCOO),Asystent ucznia ze specjalnymi potrzebami edukacyjnymi - pilotaż,ASP,30000.0,,30000.0
Miejskie Centrum Obsługi Oświaty (MCOO),Kształcenie zawodowe uczniów w branży administracyjno - usługowej,CKA,1488700.0,,1488700.0
Miejskie Centrum Obsługi Oświaty (MCOO),Kształcenie zawodowe uczniów w branży budowlanej,CKB,352550.0,,352550.0
Miejskie Centrum Obsługi Oświaty (MCOO),Kształcenie zawodowe uczniów w branży elektryczno - elektronicznej,CKE,751250.0,,751250.0
Miejskie Centrum Obsługi Oświaty (MCOO),Kształcenie zawodowe uczniów w branży mechanicznej,CKM,1200550.0,,1200550.0
Miejskie Centrum Obsługi Oświaty (MCOO),Kształcenie zawodowe uczniów w branży rolniczo - leśnej z ochroną środowiska,CKR,285500.0,,285500.0
Miejskie Centrum Obsługi Oświaty (MCOO),Kształcenie zawodowe uczniów w branży turystyczno - gastronomicznej,CKT,597500.0,,597500.0
